cell_name,x,y,width,height,fixed
VDD,0,4.09733,0.38,1.4,0
CK,4.63102,3.35206,0.38,1.4,0
G0,5.7,0.399932,0.38,1.4,0
G1,0,1.65371,0.38,1.4,0
G2,0,4.93731,0.38,1.4,0
G3,2.23833,0,0.38,1.4,0
G17,4.04786,2.49894,0.38,1.4,0
DFF_0,0,3.09698,3.23,1.4,0
DFF_1,1.43271,4.83788,3.23,1.4,0
DFF_2,1.03014,1.30764,3.23,1.4,0
NOT_0,4.28507,5.6,0.38,1.4,0
NOT_1,1.32153,5.6,0.38,1.4,0
AND2_0,4.96,0,0.76,1.4,0
OR2_0,0,0.318544,0.76,1.4,0
OR2_1,0.906835,0,0.76,1.4,0
NAND2_0,3.78027,0,0.57,1.4,0
NOR2_0,4.82245,2.07846,0.57,1.4,0
NOR2_1,2.88129,0,0.57,1.4,0
NOR2_2,0,5.6,0.57,1.4,0
NOR2_3,4.39868,0,0.57,1.4,0
