cell_name,x,y,width,height,fixed
VDD,0,3.88958,0.38,1.4,0
CK,4.32717,4.06269,0.38,1.4,0
G0,5.7,1.55703,0.38,1.4,0
G1,0.731312,1.54071,0.38,1.4,0
G2,0,4.77174,0.38,1.4,0
G3,2.01162,0,0.38,1.4,0
G17,3.83164,3.2731,0.38,1.4,0
DFF_0,0.0770859,2.92817,3.23,1.4,0
DFF_1,1.20759,5.14048,3.23,1.4,0
DFF_2,2.28013,1.44714,3.23,1.4,0
NOT_0,4.76837,5.44128,0.38,1.4,0
NOT_1,0.827149,5.6,0.38,1.4,0
AND2_0,5.27245,0,0.76,1.4,0
OR2_0,0.0282703,0.262793,0.76,1.4,0
OR2_1,1.06984,0.311778,0.76,1.4,0
NAND2_0,3.72968,0,0.57,1.4,0
NOR2_0,4.69487,3.15271,0.57,1.4,0
NOR2_1,2.74327,0,0.57,1.4,0
NOR2_2,0,5.6,0.57,1.4,0
NOR2_3,4.5887,0,0.57,1.4,0
