cell_name,x,y,width,height,fixed
VDD,0,5.22366,0.38,1.4,0
CK,4.16422,4.77432,0.38,1.4,0
G0,5.56233,0.506155,0.38,1.4,0
G1,0.742851,1.52985,0.38,1.4,0
G2,0,5.6,0.38,1.4,0
G3,1.65595,0.558226,0.38,1.4,0
G17,4.89752,1.92689,0.38,1.4,0
DFF_0,0.188165,3.07855,3.23,1.4,0
DFF_1,0.21967,4.95491,3.23,1.4,0
DFF_2,0,1.54811,3.23,1.4,0
NOT_0,4.64617,5.07242,0.38,1.4,0
NOT_1,1.46448,5.15556,0.38,1.4,0
AND2_0,5.00916,1.02699,0.76,1.4,0
OR2_0,0.861746,1.41886,0.76,1.4,0
OR2_1,1.26812,1.14308,0.76,1.4,0
NAND2_0,2.89991,1.06239,0.57,1.4,0
NOR2_0,5.22379,1.41137,0.57,1.4,0
NOR2_1,2.50353,1.39412,0.57,1.4,0
NOR2_2,0.542996,5.26184,0.57,1.4,0
NOR2_3,4.64985,0.825157,0.57,1.4,0
