cell_name,x,y,width,height,fixed
VDD,0,4.06816,0.38,1.4,0
CK,3.07802,3.58781,0.38,1.4,0
G0,5.11801,1.69266,0.38,1.4,0
G1,1.92936,2.71635,0.38,1.4,0
G2,0.945208,4.43086,0.38,1.4,0
G3,2.62548,1.74473,0.38,1.4,0
G17,3.85382,2.97233,0.38,1.4,0
DFF_0,1.37467,2.92277,3.23,1.4,0
DFF_1,1.40618,3.7684,3.23,1.4,0
DFF_2,0.987983,2.73462,3.23,1.4,0
NOT_0,4.59412,3.88591,0.38,1.4,0
NOT_1,2.65098,3.96906,0.38,1.4,0
AND2_0,3.82266,2.2135,0.76,1.4,0
OR2_0,2.04825,2.60537,0.76,1.4,0
OR2_1,2.45462,2.32959,0.76,1.4,0
NAND2_0,2.65789,2.24889,0.57,1.4,0
NOR2_0,4.03728,2.59787,0.57,1.4,0
NOR2_1,2.69248,2.58063,0.57,1.4,0
NOR2_2,1.7295,4.07533,0.57,1.4,0
NOR2_3,3.49745,2.01166,0.57,1.4,0
