cell_name,x,y,width,height,fixed
VDD,0.362083,90.306,0.38,1.4,0
CK,92.0034,89.7703,0.38,1.4,0
g35,163.018,123.92,0.38,1.4,0
g36,169.218,15.3481,0.38,1.4,0
g6744,149.752,146.142,0.38,1.4,0
g6745,177.238,75.0648,0.38,1.4,0
g6746,16.3222,167.761,0.38,1.4,0
g6747,9.5271,12.381,0.38,1.4,0
g6748,15.9272,8.76638,0.38,1.4,0
g6749,48.4759,158.682,0.38,1.4,0
g6750,168.088,78.5394,0.38,1.4,0
g6751,177.238,100.959,0.38,1.4,0
g6752,11.0856,165.805,0.38,1.4,0
g6753,30.3656,15.5618,0.38,1.4,0
g84,171.759,106.888,0.38,1.4,0
g120,148.36,140.312,0.38,1.4,0
g5,146.119,15.1421,0.38,1.4,0
g113,0,75.0178,0.38,1.4,0
g126,11.0856,163.714,0.38,1.4,0
g99,169.948,19.2919,0.38,1.4,0
g53,164.117,162.901,0.38,1.4,0
g116,167.059,25.1807,0.38,1.4,0
g92,0.207613,113.924,0.38,1.4,0
g56,0.0311363,105.891,0.38,1.4,0
g91,176.901,68.3315,0.38,1.4,0
g44,73.2113,166.633,0.38,1.4,0
g57,122.319,2.32783,0.38,1.4,0
g100,165.357,10.9212,0.38,1.4,0
g54,41.274,6.57579,0.38,1.4,0
g124,0,78.3979,0.38,1.4,0
g125,168.471,21.3716,0.38,1.4,0
g114,11.0856,164.546,0.38,1.4,0
g134,9.44546,25.2491,0.38,1.4,0
g72,169.218,14.5694,0.38,1.4,0
g115,47.031,5.20972,0.38,1.4,0
g135,12.6855,11.0215,0.38,1.4,0
g90,76.0234,0,0.38,1.4,0
g127,155.052,9.78864,0.38,1.4,0
g64,12.2691,11.0215,0.38,1.4,0
g73,6.57579,47.1112,0.38,1.4,0
g7243,163.445,135.694,0.38,1.4,0
g7245,106.515,176.4,0.38,1.4,0
g7257,125.436,3.48937,0.38,1.4,0
g7260,0.630886,114.494,0.38,1.4,0
g7540,57.563,173.611,0.38,1.4,0
g7916,0.0134323,74.2548,0.38,1.4,0
g7946,8.76638,23.1793,0.38,1.4,0
g8132,5.88195,127.849,0.38,1.4,0
g8178,40.1349,6.57579,0.38,1.4,0
g8215,152.55,14.3671,0.38,1.4,0
g8235,166.152,163.714,0.38,1.4,0
g8277,37.3126,143.738,0.38,1.4,0
g8279,167.099,154.27,0.38,1.4,0
g8283,11.8809,11.8809,0.38,1.4,0
g8291,166.152,11.0856,0.38,1.4,0
g8342,74.9681,176.4,0.38,1.4,0
g8344,6.25995,28.1837,0.38,1.4,0
g8353,164.513,163.588,0.38,1.4,0
g8358,177.238,78.6835,0.38,1.4,0
g8398,7.28906,20.5335,0.38,1.4,0
g8403,5.89846,141.937,0.38,1.4,0
g8416,11.8809,165.805,0.38,1.4,0
g8475,12.2569,165.805,0.38,1.4,0
g8719,169.249,136.887,0.38,1.4,0
g8783,12.0162,11.6926,0.38,1.4,0
g8784,165.357,164.519,0.38,1.4,0
g8785,166.152,10.5441,0.38,1.4,0
g8786,12.6855,164.519,0.38,1.4,0
g8787,13.4986,163.714,0.38,1.4,0
g8788,106.115,176.238,0.38,1.4,0
g8789,12.7074,11.8809,0.38,1.4,0
g8839,142.045,8.27099,0.38,1.4,0
g8870,153.644,6.62842,0.38,1.4,0
g8915,113.067,0.526954,0.38,1.4,0
g8916,7.28906,132.971,0.38,1.4,0
g8917,168.207,159.587,0.38,1.4,0
g8918,55.6435,3.93993,0.38,1.4,0
g8919,8.05654,14.7234,0.38,1.4,0
g8920,165.357,11.8809,0.38,1.4,0
g9019,16.4911,18.1017,0.38,1.4,0
g9048,167.71,148.578,0.38,1.4,0
g9251,134.571,168.758,0.38,1.4,0
g9497,112.59,0.424449,0.38,1.4,0
g9553,10.7717,26.9697,0.38,1.4,0
g9555,165.357,165.314,0.38,1.4,0
g9615,165.357,11.8809,0.38,1.4,0
g9617,172.028,51.8778,0.38,1.4,0
g9680,76.5576,0,0.38,1.4,0
g9682,170.662,138.842,0.38,1.4,0
g9741,162.851,16.5287,0.38,1.4,0
g9743,177.109,70.405,0.38,1.4,0
g9817,167.725,13.2993,0.38,1.4,0
g10122,11.8809,12.6855,0.38,1.4,0
g10306,20.6899,8.02092,0.38,1.4,0
g10500,11.8809,21.08,0.38,1.4,0
g10527,13.5885,25.4833,0.38,1.4,0
g11349,7.53024,156.351,0.38,1.4,0
g11388,100.306,176.4,0.38,1.4,0
g11418,177.238,103.534,0.38,1.4,0
g11447,155.231,166.318,0.38,1.4,0
g11678,167.71,163.413,0.38,1.4,0
g11770,159.64,8.76638,0.38,1.4,0
g12184,11.0856,164.519,0.38,1.4,0
g12238,153.747,10.5353,0.38,1.4,0
g12300,171.356,127.801,0.38,1.4,0
g12350,163.739,10.5441,0.38,1.4,0
g12368,159.81,166.873,0.38,1.4,0
g12422,111.959,8.99976,0.38,1.4,0
g12470,147.556,64.8337,0.38,1.4,0
g12832,22.6977,7.18163,0.38,1.4,0
g12919,7.86948,138.148,0.38,1.4,0
g12923,114.758,0.630886,0.38,1.4,0
g13039,11.0856,165.675,0.38,1.4,0
g13049,162.918,123.564,0.38,1.4,0
g13068,13.4986,163.308,0.38,1.4,0
g13085,163.508,151.068,0.38,1.4,0
g13099,71.3756,0,0.38,1.4,0
g13259,166.152,12.0062,0.38,1.4,0
g13272,163.739,164.519,0.38,1.4,0
g13865,161.697,15.6988,0.38,1.4,0
g13881,13.1377,15.0861,0.38,1.4,0
g13895,11.8809,11.566,0.38,1.4,0
g13906,98.1819,9.91241,0.38,1.4,0
g13926,6.41232,73.8655,0.38,1.4,0
g13966,13.7195,158.384,0.38,1.4,0
g14096,12.6176,164.112,0.38,1.4,0
g14125,0.0385697,108.42,0.38,1.4,0
g14147,11.0856,11.0856,0.38,1.4,0
g14167,94.6723,176.4,0.38,1.4,0
g14189,103.842,5.61542,0.38,1.4,0
g14201,155.468,17.0567,0.38,1.4,0
g14217,17.5585,161.439,0.38,1.4,0
g14421,30.1744,169.111,0.38,1.4,0
g14451,70.9353,176.4,0.38,1.4,0
g14518,11.8809,164.519,0.38,1.4,0
g14597,164.552,164.909,0.38,1.4,0
g14635,30.4141,111.128,0.38,1.4,0
g14662,174.449,60.8529,0.38,1.4,0
g14673,11.8809,165.007,0.38,1.4,0
g14694,41.1579,109.155,0.38,1.4,0
g14705,14.0989,14.8731,0.38,1.4,0
g14738,57.8935,11.0856,0.38,1.4,0
g14749,15.1875,148.174,0.38,1.4,0
g14779,0.362083,67.1293,0.38,1.4,0
g14828,125.931,152.342,0.38,1.4,0
g16603,15.9801,156.441,0.38,1.4,0
g16624,16.4386,8.01984,0.38,1.4,0
g16627,115.535,174.133,0.38,1.4,0
g16656,8.01984,159.936,0.38,1.4,0
g16659,5.89193,39.2651,0.38,1.4,0
g16686,166.621,151.175,0.38,1.4,0
g16693,6.57579,137.563,0.38,1.4,0
g16718,153.692,165.399,0.38,1.4,0
g16722,20.1933,166.873,0.38,1.4,0
g16744,105.167,176.4,0.38,1.4,0
g16748,59.8395,173.113,0.38,1.4,0
g16775,163.739,46.7971,0.38,1.4,0
g16874,170.662,46.9382,0.38,1.4,0
g16924,46.8839,170.518,0.38,1.4,0
g16955,0,103.483,0.38,1.4,0
g17291,163.485,166.336,0.38,1.4,0
g17316,170.662,140.749,0.38,1.4,0
g17320,68.9785,10.191,0.38,1.4,0
g17400,63.8194,175.388,0.38,1.4,0
g17404,12.2511,164.064,0.38,1.4,0
g17423,21.9719,20.2462,0.38,1.4,0
g17519,177.238,78.5195,0.38,1.4,0
g17577,169.218,20.7614,0.38,1.4,0
g17580,160.329,106.466,0.38,1.4,0
g17604,162.041,14.1632,0.38,1.4,0
g17607,146.509,163.463,0.38,1.4,0
g17639,35.6024,168.38,0.38,1.4,0
g17646,28.7459,33.124,0.38,1.4,0
g17649,11.0856,11.8809,0.38,1.4,0
g17674,177.238,89.1666,0.38,1.4,0
g17678,5.88195,132.962,0.38,1.4,0
g17685,15.3779,14.108,0.38,1.4,0
g17688,9.5271,17.6263,0.38,1.4,0
g17711,7.53024,158.447,0.38,1.4,0
g17715,15.8913,120.8,0.38,1.4,0
g17722,11.8809,165.588,0.38,1.4,0
g17739,125.163,11.9606,0.38,1.4,0
g17743,164.552,156.981,0.38,1.4,0
g17760,11.0856,163.412,0.38,1.4,0
g17764,94.4888,176.4,0.38,1.4,0
g17778,136.252,72.7197,0.38,1.4,0
g17787,165.315,16.1751,0.38,1.4,0
g17813,170.265,45.6538,0.38,1.4,0
g17819,12.305,163.411,0.38,1.4,0
g17845,8.941,162.034,0.38,1.4,0
g17871,23.8972,69.1435,0.38,1.4,0
g18092,115.546,1.3481,0.38,1.4,0
g18094,177.199,73.8629,0.38,1.4,0
g18095,11.8809,18.7318,0.38,1.4,0
g18096,166.152,13.4986,0.38,1.4,0
g18097,163.739,33.9048,0.38,1.4,0
g18098,11.0856,165.314,0.38,1.4,0
g18099,30.2602,166.099,0.38,1.4,0
g18100,150.61,15.2697,0.38,1.4,0
g18101,172.156,132.443,0.38,1.4,0
g18881,177.238,77.0465,0.38,1.4,0
g19334,59.2345,151.071,0.38,1.4,0
g19357,61.0208,2.64897,0.38,1.4,0
g20049,39.4148,169.739,0.38,1.4,0
g20557,2.73116,58.4366,0.38,1.4,0
g20652,72.429,160.233,0.38,1.4,0
g20654,12.6855,11.8809,0.38,1.4,0
g20763,175.025,117.966,0.38,1.4,0
g20899,8.01984,43.6318,0.38,1.4,0
g20901,31.2031,168.279,0.38,1.4,0
g21176,116.475,174.521,0.38,1.4,0
g21245,69.5262,0.229313,0.38,1.4,0
g21270,168.471,17.9723,0.38,1.4,0
g21292,51.5949,170.718,0.38,1.4,0
g21698,165.357,165.314,0.38,1.4,0
g21727,8.76638,22.1751,0.38,1.4,0
g23002,12.6855,165.805,0.38,1.4,0
g23190,138.089,71.5354,0.38,1.4,0
g23612,9.5271,163.014,0.38,1.4,0
g23652,166.152,11.0856,0.38,1.4,0
g23683,11.7979,118.523,0.38,1.4,0
g23759,54.0996,162.081,0.38,1.4,0
g24151,149.486,168.38,0.38,1.4,0
g25114,13.1359,162.901,0.38,1.4,0
g25167,160.515,9.5271,0.38,1.4,0
g25219,17.1166,8.01984,0.38,1.4,0
g25259,163.917,161.972,0.38,1.4,0
g25582,162.498,166.099,0.38,1.4,0
g25583,27.3869,161.517,0.38,1.4,0
g25584,36.6668,157.131,0.38,1.4,0
g25585,146.798,161.192,0.38,1.4,0
g25586,13.3554,167.166,0.38,1.4,0
g25587,165.357,12.6855,0.38,1.4,0
g25588,25.7293,165.319,0.38,1.4,0
g25589,128.361,170.518,0.38,1.4,0
g25590,41.0683,162.081,0.38,1.4,0
g26801,158.893,18.0055,0.38,1.4,0
g26875,165.357,163.714,0.38,1.4,0
g26876,36.1403,5.88195,0.38,1.4,0
g26877,12.7252,164.888,0.38,1.4,0
g27831,13.1555,11.8809,0.38,1.4,0
g28030,0,76.8424,0.38,1.4,0
g28041,40.5598,168.261,0.38,1.4,0
g28042,25.1512,16.2427,0.38,1.4,0
g28753,166.152,11.5666,0.38,1.4,0
g29210,169.218,151.498,0.38,1.4,0
g29211,0,79.133,0.38,1.4,0
g29212,177.238,99.9067,0.38,1.4,0
g29213,9.5271,152.815,0.38,1.4,0
g29214,79.3263,0,0.38,1.4,0
g29215,11.2886,164.519,0.38,1.4,0
g29216,166.487,20.787,0.38,1.4,0
g29217,54.2997,141.276,0.38,1.4,0
g29218,129.172,171.19,0.38,1.4,0
g29219,106.33,0,0.38,1.4,0
g29220,111.704,174.958,0.38,1.4,0
g29221,75.3183,176.4,0.38,1.4,0
g30327,156.843,16.6815,0.38,1.4,0
g30329,177.238,100.357,0.38,1.4,0
g30330,158.29,166.099,0.38,1.4,0
g30331,39.1499,168.38,0.38,1.4,0
g30332,9.93303,164.827,0.38,1.4,0
g31521,9.5271,162.785,0.38,1.4,0
g31656,160.599,8.04237,0.38,1.4,0
g31665,15.0744,24.7336,0.38,1.4,0
g31793,0,101.207,0.38,1.4,0
g31860,167.52,11.9856,0.38,1.4,0
g31861,11.0856,11.0215,0.38,1.4,0
g31862,166.152,11.0856,0.38,1.4,0
g31863,40.0135,36.4355,0.38,1.4,0
g32185,114.309,174.133,0.38,1.4,0
g32429,73.8765,176.4,0.38,1.4,0
g32454,13.4406,166.873,0.38,1.4,0
g32975,36.9408,7.28906,0.38,1.4,0
g33079,127.29,162.499,0.38,1.4,0
g33435,60.1187,161.04,0.38,1.4,0
g33533,165.357,11.8809,0.38,1.4,0
g33636,145.377,111.144,0.38,1.4,0
g33659,0,101.49,0.38,1.4,0
g33874,150.768,169.694,0.38,1.4,0
g33894,29.3391,14.7162,0.38,1.4,0
g33935,149.883,166.873,0.38,1.4,0
g33945,73.7957,9.70118,0.38,1.4,0
g33946,36.6557,164.29,0.38,1.4,0
g33947,5.88195,128.834,0.38,1.4,0
g33948,162.315,154.407,0.38,1.4,0
g33949,165.357,164.467,0.38,1.4,0
g33950,7.28906,139.223,0.38,1.4,0
g33959,15.7451,8.00574,0.38,1.4,0
g34201,1.13536,117.411,0.38,1.4,0
g34221,152.493,8.13027,0.38,1.4,0
g34232,116.44,173.328,0.38,1.4,0
g34233,11.8761,11.8809,0.38,1.4,0
g34234,133.14,11.0856,0.38,1.4,0
g34235,176.878,110.956,0.38,1.4,0
g34236,76.104,138.829,0.38,1.4,0
g34237,176.207,117.131,0.38,1.4,0
g34238,68.3266,0.0385697,0.38,1.4,0
g34239,169.948,142.834,0.38,1.4,0
g34240,137.156,80.368,0.38,1.4,0
g34383,11.8809,11.0215,0.38,1.4,0
g34425,174.971,58.2894,0.38,1.4,0
g34435,75.9189,0,0.38,1.4,0
g34436,20.7752,9.5271,0.38,1.4,0
g34437,161.141,8.01984,0.38,1.4,0
g34597,21.653,156.826,0.38,1.4,0
g34788,20.1976,139.634,0.38,1.4,0
g34839,140.128,14.9346,0.38,1.4,0
g34913,156.847,167.634,0.38,1.4,0
g34915,165.357,11.0856,0.38,1.4,0
g34917,7.23616,150.983,0.38,1.4,0
g34919,105.883,4.1484,0.38,1.4,0
g34921,160.136,167.634,0.38,1.4,0
g34923,155.975,12.6855,0.38,1.4,0
g34925,8.01984,14.3601,0.38,1.4,0
g34927,168.471,159.371,0.38,1.4,0
g34956,177.199,111.561,0.38,1.4,0
g34972,54.5623,62.6758,0.38,1.4,0
g24168,164.552,11.0856,0.38,1.4,0
g24178,20.3722,166.873,0.38,1.4,0
g12833,12.6855,164.519,0.38,1.4,0
g24174,134.964,155.324,0.38,1.4,0
g24181,12.6855,163.714,0.38,1.4,0
g24172,166.937,151.394,0.38,1.4,0
g24161,119.741,2.03376,0.38,1.4,0
g24177,177.238,109.154,0.38,1.4,0
g24171,166.152,10.5441,0.38,1.4,0
g24163,12.4583,22.1197,0.38,1.4,0
g24170,28.7313,8.01984,0.38,1.4,0
g24185,142.727,169.824,0.38,1.4,0
g24164,11.8857,11.8809,0.38,1.4,0
g24173,8.01984,43.556,0.38,1.4,0
g24162,38.9929,170.383,0.38,1.4,0
g24179,11.0856,11.0215,0.38,1.4,0
g24180,164.234,164.519,0.38,1.4,0
g24175,105.623,0,0.38,1.4,0
g24183,13.4986,165.805,0.38,1.4,0
g24166,8.01984,42.3731,0.38,1.4,0
g24176,2.14937,102.632,0.38,1.4,0
g24184,166.937,163.422,0.38,1.4,0
g24169,173.89,121.699,0.38,1.4,0
g24182,177.238,75.2936,0.38,1.4,0
g24165,162.091,166.873,0.38,1.4,0
g24167,172.998,73.3345,0.38,1.4,0
DFF_0,93.3623,103.559,3.23,1.4,0
DFF_1,68.1957,112.11,3.23,1.4,0
DFF_2,40.5219,88.9249,3.23,1.4,0
DFF_3,115.988,113.046,3.23,1.4,0
DFF_4,114.402,80.8419,3.23,1.4,0
DFF_5,72.8956,113.159,3.23,1.4,0
DFF_6,72.9918,62.7392,3.23,1.4,0
DFF_7,58.6553,122.17,3.23,1.4,0
DFF_8,80.0457,115.766,3.23,1.4,0
DFF_9,50.3314,71.4033,3.23,1.4,0
DFF_10,119.024,116.551,3.23,1.4,0
DFF_11,65.2472,123.046,3.23,1.4,0
DFF_12,109.111,130.826,3.23,1.4,0
DFF_13,100.126,114.196,3.23,1.4,0
DFF_14,90.4236,65.1527,3.23,1.4,0
DFF_15,126.22,81.6623,3.23,1.4,0
DFF_16,101.927,57.2688,3.23,1.4,0
DFF_17,108.284,98.3315,3.23,1.4,0
DFF_18,71.7738,87.414,3.23,1.4,0
DFF_19,80.7996,119.664,3.23,1.4,0
DFF_20,76.5275,75.0892,3.23,1.4,0
DFF_21,83.5762,0.388192,3.23,1.4,0
DFF_22,48.7962,107.327,3.23,1.4,0
DFF_23,76.1839,73.567,3.23,1.4,0
DFF_24,35.0765,86.0519,3.23,1.4,0
DFF_25,68.7517,53.2564,3.23,1.4,0
DFF_26,71.2732,132.768,3.23,1.4,0
DFF_27,109.144,70.541,3.23,1.4,0
DFF_28,87.7996,23.4644,3.23,1.4,0
DFF_29,130.52,88.2866,3.23,1.4,0
DFF_30,142.2,83.3896,3.23,1.4,0
DFF_31,115.77,34.7742,3.23,1.4,0
DFF_32,89.1658,53.7465,3.23,1.4,0
DFF_33,93.683,84.4192,3.23,1.4,0
DFF_34,91.3278,58.3984,3.23,1.4,0
DFF_35,85.6415,92.3661,3.23,1.4,0
DFF_36,74.8404,101.429,3.23,1.4,0
DFF_37,92.2636,8.90559,3.23,1.4,0
DFF_38,120.743,125.833,3.23,1.4,0
DFF_39,112.042,88.3126,3.23,1.4,0
DFF_40,53.4579,78.914,3.23,1.4,0
DFF_41,119.474,65.5788,3.23,1.4,0
DFF_42,103.086,62.1585,3.23,1.4,0
DFF_43,76.7529,79.0529,3.23,1.4,0
DFF_44,91.1688,171.287,3.23,1.4,0
DFF_45,72.974,54.3111,3.23,1.4,0
DFF_46,57.6042,78.8968,3.23,1.4,0
DFF_47,94.5154,69.5262,3.23,1.4,0
DFF_48,69.9033,78.1619,3.23,1.4,0
DFF_49,84.3532,57.8512,3.23,1.4,0
DFF_50,95.8259,156.016,3.23,1.4,0
