cell_name,x,y,width,height,fixed
VDD,29.5985,89.282,0.38,1.4,0
CK,92.4134,90.3895,0.38,1.4,0
g35,136.374,108.998,0.38,1.4,0
g36,152.644,48.9545,0.38,1.4,0
g6744,127.713,142.015,0.38,1.4,0
g6745,151.475,67.2674,0.38,1.4,0
g6746,43.062,137.479,0.38,1.4,0
g6747,29.7024,51.2027,0.38,1.4,0
g6748,35.9241,41.7769,0.38,1.4,0
g6749,70.074,154.711,0.38,1.4,0
g6750,156.171,73.4578,0.38,1.4,0
g6751,148.971,109.274,0.38,1.4,0
g6752,35.2462,138.669,0.38,1.4,0
g6753,41.0681,52.9005,0.38,1.4,0
g84,151.166,115.002,0.38,1.4,0
g120,114.902,124.945,0.38,1.4,0
g5,143.021,54.7213,0.38,1.4,0
g113,21.3733,72.1801,0.38,1.4,0
g126,30.7227,126.552,0.38,1.4,0
g99,152.577,52.666,0.38,1.4,0
g53,145.731,136.059,0.38,1.4,0
g116,142.517,74.0529,0.38,1.4,0
g92,22.1581,111.893,0.38,1.4,0
g56,24.58,111.731,0.38,1.4,0
g91,147.1,62.8164,0.38,1.4,0
g44,53.405,143.965,0.38,1.4,0
g57,107.413,27.7925,0.38,1.4,0
g100,132.926,36.5226,0.38,1.4,0
g54,61.9824,30.0997,0.38,1.4,0
g124,24.1381,75.1311,0.38,1.4,0
g125,134.471,38.2303,0.38,1.4,0
g114,33.3189,137.949,0.38,1.4,0
g134,31.6935,73.3613,0.38,1.4,0
g72,150.846,44.738,0.38,1.4,0
g115,64.1974,25.7936,0.38,1.4,0
g135,37.5417,40.1932,0.38,1.4,0
g90,61.985,22.1856,0.38,1.4,0
g127,111.702,32.3398,0.38,1.4,0
g64,36.9219,40.1813,0.38,1.4,0
g73,23.121,70.6884,0.38,1.4,0
g7243,131.341,125.744,0.38,1.4,0
g7245,107.885,154.425,0.38,1.4,0
g7257,109.647,27.9283,0.38,1.4,0
g7260,26.8269,112.399,0.38,1.4,0
g7540,60.8005,156.368,0.38,1.4,0
g7916,24.6545,65.9685,0.38,1.4,0
g7946,31.3681,70.1907,0.38,1.4,0
g8132,29.1118,112.6,0.38,1.4,0
g8178,68.2404,27.6026,0.38,1.4,0
g8215,133.782,42.6983,0.38,1.4,0
g8235,146.148,127.795,0.38,1.4,0
g8277,60.3152,151.957,0.38,1.4,0
g8279,143.535,116.274,0.38,1.4,0
g8283,32.1289,47.7257,0.38,1.4,0
g8291,148.853,43.9896,0.38,1.4,0
g8342,81.1939,158.913,0.38,1.4,0
g8344,26.0491,44.6858,0.38,1.4,0
g8353,146.828,135.758,0.38,1.4,0
g8358,160.156,74.4617,0.38,1.4,0
g8398,25.845,48.5851,0.38,1.4,0
g8403,23.2686,125.268,0.38,1.4,0
g8416,42.5295,144.452,0.38,1.4,0
g8475,42.9777,146.77,0.38,1.4,0
g8719,145.341,119.228,0.38,1.4,0
g8783,33.8907,39.2099,0.38,1.4,0
g8784,140.523,128.601,0.38,1.4,0
g8785,141.559,38.8444,0.38,1.4,0
g8786,40.9617,142.819,0.38,1.4,0
g8787,40.2176,140.701,0.38,1.4,0
g8788,117.222,138.555,0.38,1.4,0
g8789,34.5603,38.8374,0.38,1.4,0
g8839,129.12,37.4102,0.38,1.4,0
g8870,135.839,32.8576,0.38,1.4,0
g8915,112.14,23.6715,0.38,1.4,0
g8916,40.0194,128.406,0.38,1.4,0
g8917,135.944,140.565,0.38,1.4,0
g8918,57.3524,32.5195,0.38,1.4,0
g8919,26.5885,53.8359,0.38,1.4,0
g8920,142.514,44.4173,0.38,1.4,0
g9019,38.7273,43.0239,0.38,1.4,0
g9048,146.301,105.491,0.38,1.4,0
g9251,124.924,138.919,0.38,1.4,0
g9497,92.1005,13.8861,0.38,1.4,0
g9553,27.9258,62.8724,0.38,1.4,0
g9555,137.109,142.309,0.38,1.4,0
g9615,148.085,44.0203,0.38,1.4,0
g9617,157.198,75.4225,0.38,1.4,0
g9680,85.3997,14.5991,0.38,1.4,0
g9682,160.88,98.4761,0.38,1.4,0
g9741,125.986,34.6442,0.38,1.4,0
g9743,145.991,62.0493,0.38,1.4,0
g9817,151.227,53.7598,0.38,1.4,0
g10122,27.8811,55.6348,0.38,1.4,0
g10306,57.8044,27.0414,0.38,1.4,0
g10500,30.3124,66.4251,0.38,1.4,0
g10527,45.36,45.7209,0.38,1.4,0
g11349,30.9296,130.779,0.38,1.4,0
g11388,113.121,147.639,0.38,1.4,0
g11418,151.488,102.904,0.38,1.4,0
g11447,114.652,141.205,0.38,1.4,0
g11678,136.851,141.267,0.38,1.4,0
g11770,133.206,47.5342,0.38,1.4,0
g12184,36.0195,128.257,0.38,1.4,0
g12238,132.578,47.4201,0.38,1.4,0
g12300,140.891,125.388,0.38,1.4,0
g12350,126.663,35.2329,0.38,1.4,0
g12368,137.972,134.795,0.38,1.4,0
g12422,115.744,47.4787,0.38,1.4,0
g12470,148.619,53.5335,0.38,1.4,0
g12832,46.1555,20.8159,0.38,1.4,0
g12919,34.5232,132.138,0.38,1.4,0
g12923,111.273,21.5027,0.38,1.4,0
g13039,42.763,146.168,0.38,1.4,0
g13049,139.354,116.812,0.38,1.4,0
g13068,39.7651,143.037,0.38,1.4,0
g13085,119.977,141.845,0.38,1.4,0
g13099,79.4862,17.0176,0.38,1.4,0
g13259,147.488,50.4751,0.38,1.4,0
g13272,130.584,145.72,0.38,1.4,0
g13865,145.88,61.7469,0.38,1.4,0
