cell_name,x,y,width,height,fixed
VDD,34.9375,88.9069,0.38,1.4,0
CK,94.8831,92.6631,0.38,1.4,0
g35,135.106,100.328,0.38,1.4,0
g36,139.15,54.2929,0.38,1.4,0
g6744,112.491,110.553,0.38,1.4,0
g6745,115.506,90.1799,0.38,1.4,0
g6746,56.9284,125.014,0.38,1.4,0
g6747,2.04319,51.3258,0.38,1.4,0
g6748,56.5335,26.4026,0.38,1.4,0
g6749,70.9736,114.792,0.38,1.4,0
g6750,102.009,77.976,0.38,1.4,0
g6751,165.834,67.6124,0.38,1.4,0
g6752,37.4268,160.787,0.38,1.4,0
g6753,64.6992,25.4283,0.38,1.4,0
g84,106.097,85.6644,0.38,1.4,0
g120,116.165,109.832,0.38,1.4,0
g5,112.223,24.3491,0.38,1.4,0
g113,27.414,106.835,0.38,1.4,0
g126,20.0258,147.897,0.38,1.4,0
g99,172.223,59.8664,0.38,1.4,0
g53,160.132,158.044,0.38,1.4,0
g116,147.088,25.6677,0.38,1.4,0
g92,9.85508,88.4695,0.38,1.4,0
g56,7.78692,77.3985,0.38,1.4,0
g91,142.252,94.8642,0.38,1.4,0
g44,83.1917,106.694,0.38,1.4,0
g57,96.0437,43.2151,0.38,1.4,0
g100,173.446,31.1988,0.38,1.4,0
g54,69.0144,28.2286,0.38,1.4,0
g124,36.5192,111.72,0.38,1.4,0
g125,153.365,60.8516,0.38,1.4,0
g114,44.2981,139.303,0.38,1.4,0
g134,0,20.3149,0.38,1.4,0
g72,140.859,56.8243,0.38,1.4,0
g115,75.8027,19.9275,0.38,1.4,0
g135,32.3076,44.8775,0.38,1.4,0
g90,131.326,41.5088,0.38,1.4,0
g127,139.571,36.2285,0.38,1.4,0
g64,20.777,36.2556,0.38,1.4,0
g73,39.5194,74.1617,0.38,1.4,0
g7243,146.312,106.922,0.38,1.4,0
g7245,80.8772,110.623,0.38,1.4,0
g7257,100.113,26.1771,0.38,1.4,0
g7260,57.4339,99.5675,0.38,1.4,0
g7540,82.8866,160.558,0.38,1.4,0
g7916,31.6979,103.986,0.38,1.4,0
g7946,14.2582,51.4299,0.38,1.4,0
g8132,30.404,102.525,0.38,1.4,0
g8178,60.6921,25.5916,0.38,1.4,0
g8215,114.539,58.2565,0.38,1.4,0
g8235,136.104,157.331,0.38,1.4,0
g8277,66.0782,110.818,0.38,1.4,0
g8279,168.75,130.68,0.38,1.4,0
g8283,16.1393,24.3277,0.38,1.4,0
g8291,129.304,27.2599,0.38,1.4,0
g8342,81.2037,117.237,0.38,1.4,0
g8344,24.1705,64.1653,0.38,1.4,0
g8353,171.08,150.79,0.38,1.4,0
g8358,154.163,127.846,0.38,1.4,0
g8398,44.1934,61.0969,0.38,1.4,0
g8403,30.2529,108.862,0.38,1.4,0
g8416,20.3845,137.95,0.38,1.4,0
g8475,37.8752,137.653,0.38,1.4,0
g8719,122.139,108.121,0.38,1.4,0
g8783,24.4469,16.2239,0.38,1.4,0
g8784,150.861,131.49,0.38,1.4,0
g8785,162.952,4.91216,0.38,1.4,0
g8786,9.05068,153.292,0.38,1.4,0
g8787,23.009,153.134,0.38,1.4,0
g8788,76.2142,152.153,0.38,1.4,0
g8789,19.3881,33.9311,0.38,1.4,0
g8839,109.849,16.3526,0.38,1.4,0
g8870,116.372,26.6445,0.38,1.4,0
g8915,89.2975,25.278,0.38,1.4,0
g8916,11.7987,104.2,0.38,1.4,0
g8917,137.663,118.98,0.38,1.4,0
g8918,81.4648,13.7196,0.38,1.4,0
g8919,25.9174,53.6682,0.38,1.4,0
g8920,168.891,0,0.38,1.4,0
g9019,58.746,60.3566,0.38,1.4,0
g9048,152.947,159.361,0.38,1.4,0
g9251,105.799,151.561,0.38,1.4,0
g9497,105.286,57.3734,0.38,1.4,0
g9553,56.2799,59.6999,0.38,1.4,0
g9555,151.283,154.649,0.38,1.4,0
g9615,163.657,31.1864,0.38,1.4,0
g9617,167.905,77.2015,0.38,1.4,0
g9680,100.061,19.1575,0.38,1.4,0
g9682,156.649,119.408,0.38,1.4,0
g9741,135.311,57.1349,0.38,1.4,0
g9743,161.503,97.9705,0.38,1.4,0
g9817,130.257,52.2442,0.38,1.4,0
g10122,19.2692,8.74765,0.38,1.4,0
g10306,50.1401,17.9408,0.38,1.4,0
g10500,37.352,24.8232,0.38,1.4,0
g10527,45.7838,62.7552,0.38,1.4,0
g11349,34.4137,117.566,0.38,1.4,0
g11388,34.7476,146.565,0.38,1.4,0
g11418,149.542,77.0106,0.38,1.4,0
g11447,124.205,125.675,0.38,1.4,0
g11678,163.22,124.468,0.38,1.4,0
g11770,120.489,9.94294,0.38,1.4,0
g12184,3.66397,175.677,0.38,1.4,0
g12238,114.802,54.4247,0.38,1.4,0
g12300,145.558,101.276,0.38,1.4,0
g12350,167.444,23.171,0.38,1.4,0
g12368,120.865,170.479,0.38,1.4,0
g12422,92.4308,41.2392,0.38,1.4,0
g12470,78.9486,132.938,0.38,1.4,0
g12832,61.6425,4.28112,0.38,1.4,0
g12919,17.6724,107.661,0.38,1.4,0
g12923,94.4771,49.294,0.38,1.4,0
g13039,40.9758,128.968,0.38,1.4,0
g13049,132.819,98.2401,0.38,1.4,0
g13068,5.62633,152.982,0.38,1.4,0
g13085,147.288,113.796,0.38,1.4,0
g13099,99.4459,25.2913,0.38,1.4,0
g13259,150.442,11.7027,0.38,1.4,0
g13272,163.277,139.189,0.38,1.4,0
g13865,122.752,32.1264,0.38,1.4,0
g13881,52.0825,41.7344,0.38,1.4,0
g13895,35.9221,40.7009,0.38,1.4,0
g13906,108.253,73.8919,0.38,1.4,0
g13926,21.7171,105.349,0.38,1.4,0
g13966,50.9915,131.334,0.38,1.4,0
g14096,19.75,146.49,0.38,1.4,0
g14125,6.70373,84.7521,0.38,1.4,0
g14147,0,31.5047,0.38,1.4,0
g14167,95.8203,114.423,0.38,1.4,0
g14189,92.8219,70.1352,0.38,1.4,0
g14201,114.862,60.9461,0.38,1.4,0
g14217,56.5033,119.184,0.38,1.4,0
g14421,65.7631,132.706,0.38,1.4,0
g14451,99.4079,153.322,0.38,1.4,0
g14518,20.9593,148.837,0.38,1.4,0
g14597,149.08,145.127,0.38,1.4,0
g14635,87.5324,74.8438,0.38,1.4,0
g14662,169.201,83.1591,0.38,1.4,0
g14673,13.6728,134.442,0.38,1.4,0
g14694,63.9447,88.0781,0.38,1.4,0
g14705,56.4523,57.128,0.38,1.4,0
g14738,81.4854,47.7873,0.38,1.4,0
g14749,38.6903,114.278,0.38,1.4,0
g14779,41.6057,90.7212,0.38,1.4,0
g14828,106.884,111.807,0.38,1.4,0
g16603,26.1651,117.496,0.38,1.4,0
g16624,57.0448,31.357,0.38,1.4,0
g16627,89.6963,137.346,0.38,1.4,0
g16656,46.2203,120.71,0.38,1.4,0
g16659,33.9058,71.4604,0.38,1.4,0
g16686,172.614,158.636,0.38,1.4,0
g16693,45.9059,116.612,0.38,1.4,0
g16718,158.263,163.912,0.38,1.4,0
g16722,59.1381,143.255,0.38,1.4,0
g16744,100.71,112.043,0.38,1.4,0
g16748,80.2682,124.192,0.38,1.4,0
g16775,141.231,74.831,0.38,1.4,0
g16874,124.05,66.3601,0.38,1.4,0
g16924,75.6556,162.218,0.38,1.4,0
g16955,57.4512,68.202,0.38,1.4,0
g17291,126.213,137.039,0.38,1.4,0
g17316,124.267,108.961,0.38,1.4,0
g17320,72.2724,40.222,0.38,1.4,0
g17400,79.0055,125.151,0.38,1.4,0
g17404,25.0298,161.066,0.38,1.4,0
g17423,61.4748,56.7409,0.38,1.4,0
g17519,139.185,129.759,0.38,1.4,0
g17577,130.775,47.8119,0.38,1.4,0
g17580,140.891,78.6013,0.38,1.4,0
g17604,128.144,41.9182,0.38,1.4,0
g17607,110.921,126.191,0.38,1.4,0
g17639,60.2705,151.98,0.38,1.4,0
g17646,66.0178,67.918,0.38,1.4,0
g17649,8.67354,39.464,0.38,1.4,0
g17674,125.598,109.006,0.38,1.4,0
g17678,16.2194,105.063,0.38,1.4,0
g17685,44.1496,56.3629,0.38,1.4,0
g17688,46.7673,47.0771,0.38,1.4,0
g17711,8.45453,119.502,0.38,1.4,0
g17715,48.0866,98.9445,0.38,1.4,0
g17722,31.1334,134.28,0.38,1.4,0
g17739,101.571,42.4956,0.38,1.4,0
g17743,161.191,138.8,0.38,1.4,0
g17760,22.5446,150.475,0.38,1.4,0
g17764,74.3941,115.168,0.38,1.4,0
g17778,97.6701,69.6248,0.38,1.4,0
g17787,129.726,20.4392,0.38,1.4,0
g17813,123.182,72.676,0.38,1.4,0
g17819,35.2605,162.815,0.38,1.4,0
g17845,45.3189,126.445,0.38,1.4,0
g17871,81.7373,108.12,0.38,1.4,0
g18092,89.8218,24.3097,0.38,1.4,0
g18094,125.748,105.346,0.38,1.4,0
g18095,43.0929,17.6709,0.38,1.4,0
g18096,136.825,35.4815,0.38,1.4,0
g18097,134.929,67.8009,0.38,1.4,0
g18098,41.5254,158.491,0.38,1.4,0
g18099,52.2763,142.605,0.38,1.4,0
g18100,114.493,38.1268,0.38,1.4,0
g18101,139.845,103.671,0.38,1.4,0
g18881,164.831,114.353,0.38,1.4,0
g19334,75.1857,117.175,0.38,1.4,0
g19357,78.7425,51.9048,0.38,1.4,0
g20049,71.6102,134.794,0.38,1.4,0
g20557,22.5802,83.7875,0.38,1.4,0
g20652,101.426,99.3805,0.38,1.4,0
g20654,13.6062,21.8898,0.38,1.4,0
g20763,167.592,108.185,0.38,1.4,0
g20899,7.48027,72.4035,0.38,1.4,0
g20901,56.6154,129.528,0.38,1.4,0
g21176,90.6363,139.951,0.38,1.4,0
g21245,95.0275,31.8292,0.38,1.4,0
g21270,159.509,58.5785,0.38,1.4,0
g21292,78.6453,132.134,0.38,1.4,0
g21698,152.563,134.017,0.38,1.4,0
g21727,43.2443,61.3431,0.38,1.4,0
g23002,29.72,146.35,0.38,1.4,0
g23190,121.318,107.237,0.38,1.4,0
g23612,11.0739,125.742,0.38,1.4,0
g23652,129.189,14.9121,0.38,1.4,0
g23683,43.6787,93.1998,0.38,1.4,0
g23759,64.8805,151.601,0.38,1.4,0
