x,y,density
0.152891,0.153125,0
0.458672,0.153125,0.583432
0.764453,0.153125,1
1.07023,0.153125,1.09028
1.37602,0.153125,1
1.6818,0.153125,1.19219
1.98758,0.153125,1.29716
2.29336,0.153125,0.0505262
2.59914,0.153125,0.672558
2.90492,0.153125,1
3.2107,0.153125,1.43106
3.51648,0.153125,1
3.82227,0.153125,0.918718
4.12805,0.153125,1
4.43383,0.153125,1.17445
4.73961,0.153125,0.624422
5.04539,0.153125,0.60854
5.35117,0.153125,0.453886
5.65695,0.153125,0.453886
5.96273,0.153125,0.911762
6.26852,0.153125,0.818255
6.5743,0.153125,0.931889
6.88008,0.153125,0.885803
7.18586,0.153125,1.23201
7.49164,0.153125,0.895904
7.79742,0.153125,1.04957
8.1032,0.153125,1.06801
8.40898,0.153125,1
8.71477,0.153125,0.757134
9.02055,0.153125,0.87258
9.32633,0.153125,0.808059
9.63211,0.153125,0.749204
9.93789,0.153125,1.06767
10.2437,0.153125,1
10.5495,0.153125,1.07656
10.8552,0.153125,0.71393
11.161,0.153125,0.964056
11.4668,0.153125,1
11.7726,0.153125,1.07423
12.0784,0.153125,1
12.3841,0.153125,1
12.6899,0.153125,0.377885
12.9957,0.153125,0.818379
13.3015,0.153125,1
13.6073,0.153125,1.00262
13.913,0.153125,1
14.2188,0.153125,1
14.5246,0.153125,0.853991
14.8304,0.153125,1.46784
15.1362,0.153125,1.10206
15.442,0.153125,0.556947
15.7477,0.153125,0.556947
16.0535,0.153125,0.773813
16.3593,0.153125,0.888717
16.6651,0.153125,0.677488
16.9709,0.153125,0.756534
17.2766,0.153125,1
17.5824,0.153125,1.13629
17.8882,0.153125,1
18.194,0.153125,1.13922
18.4998,0.153125,1
18.8055,0.153125,0.816615
19.1113,0.153125,1.72816
19.4171,0.153125,2
0.152891,0.459375,0
0.458672,0.459375,0.583432
0.764453,0.459375,1
1.07023,0.459375,1.09028
1.37602,0.459375,1
1.6818,0.459375,1.19219
1.98758,0.459375,1.29716
2.29336,0.459375,0.0505262
2.59914,0.459375,0.672558
2.90492,0.459375,1
3.2107,0.459375,1.43106
3.51648,0.459375,1
3.82227,0.459375,0.918718
4.12805,0.459375,1
4.43383,0.459375,1.39209
4.73961,0.459375,1
5.04539,0.459375,1.00034
5.35117,0.459375,1
5.65695,0.459375,1
5.96273,0.459375,1.28841
6.26852,0.459375,1
6.5743,0.459375,1.09687
6.88008,0.459375,1
7.18586,0.459375,1.38617
7.49164,0.459375,1
7.79742,0.459375,1.15366
8.1032,0.459375,1.07592
8.40898,0.459375,1
8.71477,0.459375,1.05488
9.02055,0.459375,1.39212
9.32633,0.459375,1.14098
9.63211,0.459375,1.02407
9.93789,0.459375,1.09332
10.2437,0.459375,1
10.5495,0.459375,1.32307
10.8552,0.459375,1
11.161,0.459375,1.14249
11.4668,0.459375,1
11.7726,0.459375,1.07423
12.0784,0.459375,1
12.3841,0.459375,1
12.6899,0.459375,0.377885
12.9957,0.459375,0.818379
13.3015,0.459375,1
13.6073,0.459375,1.00262
13.913,0.459375,1
14.2188,0.459375,1
14.5246,0.459375,0.853991
14.8304,0.459375,1.46784
15.1362,0.459375,1.23508
15.442,0.459375,1
15.7477,0.459375,1
16.0535,0.459375,0.939844
16.3593,0.459375,1
16.6651,0.459375,1.56546
16.9709,0.459375,1.15088
17.2766,0.459375,1
17.5824,0.459375,1.13629
17.8882,0.459375,1
18.194,0.459375,1.13922
18.4998,0.459375,1
18.8055,0.459375,0.816615
19.1113,0.459375,1.72816
19.4171,0.459375,2
0.152891,0.765625,0
0.458672,0.765625,0.583432
0.764453,0.765625,1
1.07023,0.765625,1.09028
1.37602,0.765625,1
1.6818,0.765625,1.19219
1.98758,0.765625,1.29716
2.29336,0.765625,0.0505262
2.59914,0.765625,0.672558
2.90492,0.765625,1
3.2107,0.765625,1.43106
