cell_name,x,y,width,height,fixed
VDD,12.4458,15.346,0.38,1.4,0
CK,13.1731,9.05191,0.38,1.4,0
G0,15.6833,15.0907,0.38,1.4,0
G1,16.2279,14.9053,0.38,1.4,0
G2,14.6665,0.0925609,0.38,1.4,0
G198,13.5325,15.3372,0.38,1.4,0
G213,16.6445,14.0545,0.38,1.4,0
G147,4.4299,12.9423,0.38,1.4,0
G199,0.00698348,13.7282,0.38,1.4,0
G214,6.18448,14.4509,0.38,1.4,0
G148,3.78504,16.1366,0.38,1.4,0
DFF_0,6.64897,7.09593,3.23,1.4,0
DFF_1,10.4709,12.3442,3.23,1.4,0
DFF_2,8.11408,10.1457,3.23,1.4,0
DFF_3,6.50278,5.55232,3.23,1.4,0
DFF_4,7.99,15.3655,3.23,1.4,0
DFF_5,9.03571,3.01365,3.23,1.4,0
DFF_6,10.2512,14.079,3.23,1.4,0
DFF_7,11.1492,10.5026,3.23,1.4,0
DFF_8,5.40807,11.3653,3.23,1.4,0
DFF_9,13.9716,9.19891,3.23,1.4,0
DFF_10,10.6505,6.49604,3.23,1.4,0
DFF_11,9.0882,8.32103,3.23,1.4,0
DFF_12,3.6354,8.02815,3.23,1.4,0
DFF_13,5.32775,2.39262,3.23,1.4,0
DFF_14,4.97539,9.68626,3.23,1.4,0
DFF_15,1.36708,9.5486,3.23,1.4,0
DFF_16,7.20221,12.9055,3.23,1.4,0
DFF_17,2.08725,11.7181,3.23,1.4,0
DFF_18,13.5655,7.68732,3.23,1.4,0
DFF_19,9.67629,4.66707,3.23,1.4,0
DFF_20,14.1198,10.8158,3.23,1.4,0
NOT_0,2.46648,7.78335,0.38,1.4,0
NOT_1,7.76039,14.1444,0.38,1.4,0
NOT_2,13.7401,13.7648,0.38,1.4,0
NOT_3,15.9939,12.436,0.38,1.4,0
NOT_4,14.0082,12.3015,0.38,1.4,0
NOT_5,10.8179,16.5841,0.38,1.4,0
NOT_6,8.75236,14.1406,0.38,1.4,0
NOT_7,13.1834,15.2608,0.38,1.4,0
NOT_8,12.7541,8.03104,0.38,1.4,0
NOT_9,10.4272,6.16784,0.38,1.4,0
NOT_10,14.09,13.486,0.38,1.4,0
NOT_11,4.38294,10.502,0.38,1.4,0
NOT_12,12.2053,7.87599,0.38,1.4,0
NOT_13,14.8921,15.1207,0.38,1.4,0
NOT_14,9.42735,11.4159,0.38,1.4,0
NOT_15,14.3969,6.07916,0.38,1.4,0
NOT_16,12.9537,4.908,0.38,1.4,0
NOT_17,16.5062,12.6406,0.38,1.4,0
NOT_18,17.1973,8.39409,0.38,1.4,0
NOT_19,17.0267,6.33942,0.38,1.4,0
NOT_20,4.7579,4.84669,0.38,1.4,0
NOT_21,3.647,0.821045,0.38,1.4,0
NOT_22,2.50604,16.5646,0.38,1.4,0
NOT_23,14.1672,0,0.38,1.4,0
NOT_24,1.92616,3.86141,0.38,1.4,0
NOT_25,13.9836,15.7071,0.38,1.4,0
NOT_26,3.9588,15.2797,0.38,1.4,0
NOT_27,11.8762,15.4938,0.38,1.4,0
NOT_28,2.90945,6.14159,0.38,1.4,0
NOT_29,13.4283,5.14329,0.38,1.4,0
NOT_30,2.61689,7.19508,0.38,1.4,0
NOT_31,0.3098,13.0013,0.38,1.4,0
NOT_32,3.03549,7.99691,0.38,1.4,0
NOT_33,17.2394,6.98213,0.38,1.4,0
NOT_34,13.6949,17.1226,0.38,1.4,0
NOT_35,2.38122,0,0.38,1.4,0
NOT_36,0.972348,15.639,0.38,1.4,0
NOT_37,19.0461,4.73845,0.38,1.4,0
NOT_38,11.0171,17.3854,0.38,1.4,0
NOT_39,15.3387,15.223,0.38,1.4,0
NOT_40,2.01884,17.195,0.38,1.4,0
NOT_41,16.4558,0,0.38,1.4,0
NOT_42,4.0424,16.8384,0.38,1.4,0
NOT_43,3.5718,17.2689,0.38,1.4,0
NOT_44,0.998892,3.71956,0.38,1.4,0
NOT_45,16.096,13.8362,0.38,1.4,0
NOT_46,0.0086742,5.47443,0.38,1.4,0
NOT_47,17.6768,13.8062,0.38,1.4,0
NOT_48,17.0197,15.2293,0.38,1.4,0
NOT_49,1.11538,2.82551,0.38,1.4,0
NOT_50,6.5253,16.6775,0.38,1.4,0
NOT_51,17.9125,5.75184,0.38,1.4,0
AND2_0,17.7013,7.80403,0.76,1.4,0
AND4_0,3.83429,3.73703,0.76,1.4,0
AND2_1,4.42914,13.9806,0.76,1.4,0
AND2_2,2.83129,4.85024,0.76,1.4,0
AND2_3,6.81188,4.06842,0.76,1.4,0
AND2_4,3.88225,5.1792,0.76,1.4,0
AND2_5,9.90621,17.4475,0.76,1.4,0
AND2_6,11.3194,16.8301,0.76,1.4,0
AND2_7,7.73869,3.6626,0.76,1.4,0
AND2_8,5.25062,5.06756,0.76,1.4,0
AND3_0,16.1788,4.09337,0.76,1.4,0
AND2_9,15.2832,4.89763,0.76,1.4,0
AND2_10,1.08424,10.8173,0.76,1.4,0
AND2_11,5.17657,6.28158,0.76,1.4,0
AND2_12,3.91863,6.53128,0.76,1.4,0
AND4_1,0.757424,6.5484,0.76,1.4,0
AND2_13,1.56375,6.61268,0.76,1.4,0
AND3_1,1.11078,12.3718,0.76,1.4,0
AND2_14,5.30203,15.8694,0.76,1.4,0
AND2_15,0.787283,13.7288,0.76,1.4,0
AND3_2,7.05565,0,0.76,1.4,0
AND2_16,5.68723,3.83991,0.76,1.4,0
AND2_17,4.98802,0,0.76,1.4,0
AND2_18,14.5701,13.4908,0.76,1.4,0
AND4_2,18.0902,13.1849,0.76,1.4,0
AND3_3,5.3981,14.0652,0.76,1.4,0
AND4_3,0.0224824,4.44575,0.76,1.4,0
AND3_4,1.08303,15.8139,0.76,1.4,0
AND4_4,2.7422,18.0787,0.76,1.4,0
AND3_5,2.57832,14.2995,0.76,1.4,0
AND4_5,5.69166,0.0562265,0.76,1.4,0
AND3_6,1.67819,13.5416,0.76,1.4,0
AND3_7,2.53735,13.0499,0.76,1.4,0
AND4_6,17.1304,16.6204,0.76,1.4,0
AND3_8,14.2816,16.7254,0.76,1.4,0
AND2_19,15.045,16.5262,0.76,1.4,0
AND4_7,1.92085,5.06403,0.76,1.4,0
AND2_20,0,10.9504,0.76,1.4,0
AND4_8,16.7547,3.04437,0.76,1.4,0
AND2_21,15.2633,0,0.76,1.4,0
AND3_9,13.7326,2.45804,0.76,1.4,0
AND3_10,18.4244,8.68153,0.76,1.4,0
AND2_22,15.9042,0,0.76,1.4,0
AND2_23,12.4216,0.159837,0.76,1.4,0
AND2_24,13.5215,4.39548,0.76,1.4,0
AND2_25,11.1436,0.0507243,0.76,1.4,0
AND2_26,9.96763,0.020498,0.76,1.4,0
AND3_11,14.9537,2.7914,0.76,1.4,0
