cell_name,x,y,width,height,fixed
VDD,0.169493,3.64322,0.38,1.4,0
CK,3.40739,2.66772,0.38,1.4,0
G0,5.65341,0,0.38,1.4,0
G1,0.126633,1.58606,0.38,1.4,0
G2,0.517052,4.2985,0.38,1.4,0
G3,2.38491,0.29646,0.38,1.4,0
G17,2.3105,5.59493,0.38,1.4,0
DFF_0,2.77967,5.6,3.23,1.4,0
DFF_1,2.77967,3.1233,3.23,1.4,0
DFF_2,0.0499193,5.6,3.23,1.4,0
NOT_0,5.63584,4.35257,0.38,1.4,0
NOT_1,1.42556,4.75265,0.38,1.4,0
AND2_0,5.27987,1.5992,0.76,1.4,0
OR2_0,0.310519,5.08419,0.76,1.4,0
OR2_1,2.7436,2.30576,0.76,1.4,0
NAND2_0,2.66257,0.669625,0.57,1.4,0
NOR2_0,4.69845,4.20815,0.57,1.4,0
NOR2_1,3.69388,0.0192648,0.57,1.4,0
NOR2_2,0.841458,4.52602,0.57,1.4,0
NOR2_3,4.84121,1.25384,0.57,1.4,0
