cell_name,x,y,width,height,fixed
VDD,9.94979,13.3703,0.38,1.4,0
CK,10.2923,8.46921,0.38,1.4,0
START,1.14312,10.9669,0.38,1.4,0
B0,1.88592,0,0.38,1.4,0
B1,2.30596,3.3667,0.38,1.4,0
B2,15.8309,15.9466,0.38,1.4,0
B3,0.851598,0.325908,0.38,1.4,0
A0,13.9026,15.486,0.38,1.4,0
A1,0,11.5526,0.38,1.4,0
A2,8.33871,16.7648,0.38,1.4,0
A3,16.91,0,0.38,1.4,0
P4,6.96432,13.8282,0.38,1.4,0
P5,9.99711,11.3235,0.38,1.4,0
P6,7.29365,7.33302,0.38,1.4,0
P7,11.8643,8.23657,0.38,1.4,0
P0,11.7803,7.48074,0.38,1.4,0
P1,6.77828,2.39425,0.38,1.4,0
P2,14.7481,12.9924,0.38,1.4,0
P3,13.7779,1.60938,0.38,1.4,0
CNTVCON2,0,4.06459,0.38,1.4,0
CNTVCO2,4.68478,16.8,0.38,1.4,0
READY,0,9.19926,0.38,1.4,0
DFF_0,6.28338,8.11113,3.23,1.4,0
DFF_1,7.87447,9.90972,3.23,1.4,0
DFF_2,2.72894,8.64823,3.23,1.4,0
DFF_3,1.21297,10.6933,3.23,1.4,0
DFF_4,9.04083,0.170856,3.23,1.4,0
DFF_5,4.84259,0,3.23,1.4,0
DFF_6,8.82703,0,3.23,1.4,0
DFF_7,12.8668,10.9328,3.23,1.4,0
DFF_8,5.11894,12.6241,3.23,1.4,0
DFF_9,1.06652,0.997683,3.23,1.4,0
DFF_10,12.7835,11.8116,3.23,1.4,0
DFF_11,6.49972,0,3.23,1.4,0
DFF_12,2.25683,7.51659,3.23,1.4,0
DFF_13,8.59545,8.50765,3.23,1.4,0
DFF_14,7.79343,13.3414,3.23,1.4,0
NOT_0,3.92643,16.8,0.38,1.4,0
NOT_1,13.6704,9.50838,0.38,1.4,0
NOT_2,13.6824,3.54768,0.38,1.4,0
NOT_3,16.91,1.93019,0.38,1.4,0
NOT_4,2.70802,13.2465,0.38,1.4,0
NOT_5,15.1177,14.9492,0.38,1.4,0
NOT_6,0.418523,10.9831,0.38,1.4,0
NOT_7,5.03481,0.173735,0.38,1.4,0
NOT_8,16.8896,7.32231,0.38,1.4,0
NOT_9,16.4009,13.4785,0.38,1.4,0
NOT_10,6.57974,3.61052,0.38,1.4,0
NOT_11,0,8.31908,0.38,1.4,0
NOT_12,12.3389,6.63827,0.38,1.4,0
NOT_13,4.67248,12.0104,0.38,1.4,0
NOT_14,0,14.5631,0.38,1.4,0
NOT_15,10.7496,12.5929,0.38,1.4,0
NOT_16,0.19517,8.87511,0.38,1.4,0
NOT_17,10.9738,6.1269,0.38,1.4,0
NOT_18,15.0274,0,0.38,1.4,0
NOT_19,7.44874,16.7916,0.38,1.4,0
