x,y,density
0.135078,0.142187,1.99044
0.405234,0.142187,1.72393
0.675391,0.142187,1.10989
0.945547,0.142187,1.10483
1.2157,0.142187,1.49196
1.48586,0.142187,1.03355
1.75602,0.142187,1.35949
2.02617,0.142187,1.37305
2.29633,0.142187,1.24922
2.56648,0.142187,1.11734
2.83664,0.142187,1.5421
3.1068,0.142187,1.19371
3.37695,0.142187,1.28391
3.64711,0.142187,1.27108
3.91727,0.142187,1.33618
4.18742,0.142187,1
4.45758,0.142187,1.4714
4.72773,0.142187,1
4.99789,0.142187,1.82777
5.26805,0.142187,1
5.5382,0.142187,1.31726
5.80836,0.142187,1
6.07852,0.142187,1.14172
6.34867,0.142187,1.49869
6.61883,0.142187,1.25445
6.88898,0.142187,1.61671
7.15914,0.142187,1.03286
7.4293,0.142187,1.22715
7.69945,0.142187,1.38105
7.96961,0.142187,1
8.23977,0.142187,1.31747
8.50992,0.142187,1.09434
8.78008,0.142187,1
9.05023,0.142187,0.927562
9.32039,0.142187,0.979164
9.59055,0.142187,1.13267
9.8607,0.142187,1.96009
10.1309,0.142187,1.2245
10.401,0.142187,0.979164
10.6712,0.142187,0.979164
10.9413,0.142187,0.979164
11.2115,0.142187,1.32861
11.4816,0.142187,1.93846
11.7518,0.142187,1.69443
12.022,0.142187,0.979164
12.2921,0.142187,1.34466
12.5623,0.142187,1
12.8324,0.142187,1.53064
13.1026,0.142187,1
13.3727,0.142187,1.50964
13.6429,0.142187,1.51228
13.913,0.142187,1
14.1832,0.142187,1
14.4534,0.142187,1.00713
14.7235,0.142187,1
14.9937,0.142187,1.47206
15.2638,0.142187,0.959889
15.534,0.142187,1.34377
15.8041,0.142187,1.56607
16.0743,0.142187,1.14827
16.3445,0.142187,1
16.6146,0.142187,1
16.8848,0.142187,0.431042
17.1549,0.142187,0
0.135078,0.426562,2
0.405234,0.426562,1.72782
0.675391,0.426562,1.10989
0.945547,0.426562,1.10483
1.2157,0.426562,1.49196
1.48586,0.426562,1.03355
1.75602,0.426562,1.35949
2.02617,0.426562,1.37305
2.29633,0.426562,1.25218
2.56648,0.426562,1.12276
2.83664,0.426562,1.5421
3.1068,0.426562,1.19371
3.37695,0.426562,1.28391
3.64711,0.426562,1.27108
3.91727,0.426562,1.33618
4.18742,0.426562,1
4.45758,0.426562,1.4714
4.72773,0.426562,1
4.99789,0.426562,1.82777
5.26805,0.426562,1
5.5382,0.426562,1.31726
5.80836,0.426562,1
6.07852,0.426562,1.14172
6.34867,0.426562,1.49949
