# Net_ID Start_X Start_Y Start_Layer End_X End_Y End_Layer
2 66 1 2 65 1 -1824986217
2 65 1 2 65 2 -1824986217
2 65 2 3 65 2 -1824986217
3 65 2 4 65 2 -1824986217
4 65 2 5 65 2 -1824986217
5 65 2 6 65 2 -1824986217
6 65 2 7 65 2 -1824986217
7 65 2 8 65 2 -1824986217
8 65 2 9 65 2 -1824986217
9 65 2 10 65 2 -1824986217
10 65 2 11 65 2 -1824986217
11 65 2 12 65 2 -1824986217
12 65 2 13 65 2 -1824986217
13 65 2 14 65 2 -1824986217
14 65 2 15 65 2 -1824986217
15 65 2 16 65 2 -1824986217
16 65 2 17 65 2 -1824986217
17 65 2 18 65 2 -1824986217
18 65 2 19 65 2 -1824986217
19 65 2 20 65 2 -1824986217
20 65 2 21 65 2 -1824986217
21 65 2 22 65 2 -1824986217
22 65 2 23 65 2 -1824986217
23 65 2 24 65 2 -1824986217
24 65 2 25 65 2 -1824986217
25 65 2 26 65 2 -1824986217
26 65 2 27 65 2 -1824986217
27 65 2 28 65 2 -1824986217
28 65 2 29 65 2 -1824986217
29 65 2 30 65 2 -1824986217
30 65 2 31 65 2 -1824986217
31 65 2 32 65 2 -1824986217
32 65 2 33 65 2 -1824986217
33 65 2 34 65 2 -1824986217
34 65 2 35 65 2 -1824986217
35 65 2 36 65 2 -1824986217
36 65 2 37 65 2 -1824986217
37 65 2 38 65 2 -1824986217
38 65 2 39 65 2 -1824986217
39 65 2 40 65 2 -1824986217
40 65 2 41 65 2 -1824986217
41 65 2 42 65 2 -1824986217
42 65 2 43 65 2 -1824986217
43 65 2 44 65 2 -1824986217
44 65 2 45 65 2 -1824986217
45 65 2 46 65 2 -1824986217
46 65 2 47 65 2 -1824986217
47 65 2 48 65 2 -1824986217
48 65 2 49 65 2 -1824986217
49 65 2 50 65 2 -1824986217
50 65 2 51 65 2 -1824986217
51 65 2 52 65 2 -1824986217
52 65 2 52 65 1 -1824986217
52 65 1 52 66 1 -1824986217
10 66 1 10 67 1 -1255419513
10 67 1 10 67 2 -1255419513
10 67 2 11 67 2 -1255419513
11 67 2 12 67 2 -1255419513
12 67 2 13 67 2 -1255419513
13 67 2 14 67 2 -1255419513
14 67 2 15 67 2 -1255419513
15 67 2 16 67 2 -1255419513
16 67 2 17 67 2 -1255419513
17 67 2 18 67 2 -1255419513
18 67 2 19 67 2 -1255419513
19 67 2 20 67 2 -1255419513
20 67 2 21 67 2 -1255419513
21 67 2 22 67 2 -1255419513
22 67 2 23 67 2 -1255419513
23 67 2 24 67 2 -1255419513
24 67 2 25 67 2 -1255419513
25 67 2 26 67 2 -1255419513
26 67 2 27 67 2 -1255419513
27 67 2 28 67 2 -1255419513
28 67 2 29 67 2 -1255419513
29 67 2 30 67 2 -1255419513
30 67 2 31 67 2 -1255419513
31 67 2 32 67 2 -1255419513
32 67 2 33 67 2 -1255419513
33 67 2 34 67 2 -1255419513
34 67 2 35 67 2 -1255419513
35 67 2 36 67 2 -1255419513
36 67 2 37 67 2 -1255419513
37 67 2 38 67 2 -1255419513
38 67 2 39 67 2 -1255419513
39 67 2 40 67 2 -1255419513
40 67 2 41 67 2 -1255419513
41 67 2 42 67 2 -1255419513
42 67 2 43 67 2 -1255419513
43 67 2 44 67 2 -1255419513
44 67 2 45 67 2 -1255419513
45 67 2 46 67 2 -1255419513
46 67 2 47 67 2 -1255419513
47 67 2 48 67 2 -1255419513
48 67 2 48 67 1 -1255419513
48 67 1 48 66 1 -1255419513
48 66 1 48 65 1 -1255419513
48 65 1 48 64 1 -1255419513
48 64 1 48 63 1 -1255419513
48 63 1 48 62 1 -1255419513
48 62 1 48 61 1 -1255419513
48 61 1 48 60 1 -1255419513
48 60 1 48 59 1 -1255419513
48 59 1 48 58 1 -1255419513
48 58 1 48 57 1 -1255419513
48 57 1 48 56 1 -1255419513
48 56 1 48 55 1 -1255419513
48 55 1 48 54 1 -1255419513
48 54 1 48 53 1 -1255419513
48 53 1 48 52 1 -1255419513
48 52 1 48 51 1 -1255419513
48 51 1 48 50 1 -1255419513
48 50 1 48 49 1 -1255419513
48 49 1 48 48 1 -1255419513
48 48 1 48 47 1 -1255419513
48 47 1 48 46 1 -1255419513
48 46 1 48 45 1 -1255419513
48 45 1 48 44 1 -1255419513
48 44 1 48 43 1 -1255419513
48 43 1 48 42 1 -1255419513
48 42 1 48 41 1 -1255419513
48 41 1 48 40 1 -1255419513
48 40 1 48 39 1 -1255419513
48 39 1 48 38 1 -1255419513
48 38 1 48 37 1 -1255419513
48 37 1 48 36 1 -1255419513
48 36 1 48 35 1 -1255419513
48 35 1 48 34 1 -1255419513
48 34 1 48 33 1 -1255419513
48 33 1 48 32 1 -1255419513
48 32 1 48 31 1 -1255419513
48 31 1 48 30 1 -1255419513
48 30 1 48 29 1 -1255419513
48 29 1 48 28 1 -1255419513
48 28 1 48 27 1 -1255419513
48 27 1 48 26 1 -1255419513
48 26 1 48 25 1 -1255419513
48 25 1 48 24 1 -1255419513
48 24 1 48 23 1 -1255419513
48 23 1 48 22 1 -1255419513
3 66 1 3 65 1 -1101306972
3 65 1 3 64 1 -1101306972
3 64 1 3 63 1 -1101306972
3 63 1 3 62 1 -1101306972
3 62 1 3 61 1 -1101306972
3 61 1 3 60 1 -1101306972
3 60 1 3 59 1 -1101306972
3 59 1 3 58 1 -1101306972
3 58 1 3 57 1 -1101306972
3 57 1 3 56 1 -1101306972
3 56 1 3 55 1 -1101306972
3 55 1 3 54 1 -1101306972
3 54 1 3 53 1 -1101306972
3 53 1 3 52 1 -1101306972
3 52 1 3 51 1 -1101306972
3 51 1 3 50 1 -1101306972
3 50 1 3 49 1 -1101306972
3 49 1 3 48 1 -1101306972
3 48 1 3 47 1 -1101306972
3 47 1 3 46 1 -1101306972
3 46 1 3 45 1 -1101306972
3 45 1 3 44 1 -1101306972
3 44 1 3 43 1 -1101306972
3 43 1 3 42 1 -1101306972
3 42 1 3 41 1 -1101306972
3 41 1 3 40 1 -1101306972
3 40 1 3 39 1 -1101306972
3 39 1 3 38 1 -1101306972
3 38 1 3 37 1 -1101306972
3 37 1 3 36 1 -1101306972
3 36 1 3 35 1 -1101306972
3 35 1 3 34 1 -1101306972
3 34 1 3 33 1 -1101306972
3 33 1 3 32 1 -1101306972
3 32 1 3 31 1 -1101306972
3 31 1 3 30 1 -1101306972
3 30 1 3 29 1 -1101306972
3 29 1 3 28 1 -1101306972
3 28 1 3 27 1 -1101306972
3 27 1 3 26 1 -1101306972
3 26 1 3 25 1 -1101306972
3 25 1 3 24 1 -1101306972
3 24 1 3 23 1 -1101306972
3 23 1 3 22 1 -1101306972
3 22 1 3 21 1 -1101306972
3 21 1 3 20 1 -1101306972
3 20 1 3 19 1 -1101306972
3 19 1 3 18 1 -1101306972
3 18 1 3 17 1 -1101306972
3 17 1 3 16 1 -1101306972
3 16 1 3 15 1 -1101306972
3 15 1 3 14 1 -1101306972
3 14 1 3 13 1 -1101306972
3 13 1 3 12 1 -1101306972
3 12 1 3 11 1 -1101306972
3 11 1 3 10 1 -1101306972
3 10 1 3 9 1 -1101306972
3 9 1 3 8 1 -1101306972
3 8 1 3 7 1 -1101306972
3 7 1 3 6 1 -1101306972
3 6 1 3 6 2 -1101306972
3 6 2 4 6 2 -1101306972
4 6 2 5 6 2 -1101306972
5 6 2 6 6 2 -1101306972
6 6 2 7 6 2 -1101306972
7 6 2 8 6 2 -1101306972
8 6 2 9 6 2 -1101306972
9 6 2 10 6 2 -1101306972
10 6 2 11 6 2 -1101306972
11 6 2 12 6 2 -1101306972
12 6 2 13 6 2 -1101306972
13 6 2 14 6 2 -1101306972
14 6 2 15 6 2 -1101306972
15 6 2 16 6 2 -1101306972
16 6 2 17 6 2 -1101306972
17 6 2 18 6 2 -1101306972
18 6 2 19 6 2 -1101306972
19 6 2 20 6 2 -1101306972
20 6 2 21 6 2 -1101306972
21 6 2 22 6 2 -1101306972
22 6 2 23 6 2 -1101306972
23 6 2 24 6 2 -1101306972
24 6 2 25 6 2 -1101306972
25 6 2 26 6 2 -1101306972
26 6 2 27 6 2 -1101306972
27 6 2 28 6 2 -1101306972
28 6 2 29 6 2 -1101306972
29 6 2 30 6 2 -1101306972
30 6 2 31 6 2 -1101306972
31 6 2 31 6 1 -1101306972
31 6 1 31 7 1 -1101306972
43 7 1 43 8 1 -378617486
43 8 1 43 8 2 -378617486
43 8 2 44 8 2 -378617486
44 8 2 45 8 2 -378617486
45 8 2 46 8 2 -378617486
46 8 2 47 8 2 -378617486
47 8 2 48 8 2 -378617486
48 8 2 49 8 2 -378617486
49 8 2 50 8 2 -378617486
50 8 2 51 8 2 -378617486
51 8 2 51 8 1 -378617486
51 8 1 51 7 1 -378617486
3 7 1 3 7 2 -321259308
3 7 2 4 7 2 -321259308
4 7 2 5 7 2 -321259308
5 7 2 6 7 2 -321259308
6 7 2 7 7 2 -321259308
7 7 2 8 7 2 -321259308
8 7 2 9 7 2 -321259308
9 7 2 10 7 2 -321259308
10 7 2 11 7 2 -321259308
