cell_name,x,y,width,height,fixed
VDD,8.63111,8.28355,0.38,1.4,0
CK,10.7965,11.7586,0.38,1.4,0
START,16.7588,16.4604,0.38,1.4,0
B0,16.7588,16.8,0.38,1.4,0
B1,0,8.29317,0.38,1.4,0
B2,0,0,0.38,1.4,0
B3,16.7588,16.3956,0.38,1.4,0
A0,0,6.15,0.38,1.4,0
A1,0,15.5071,0.38,1.4,0
A2,11.449,0,0.38,1.4,0
A3,0,16.8,0.38,1.4,0
P4,16.7588,2.1111,0.38,1.4,0
P5,0.99425,13.0792,0.38,1.4,0
P6,16.7588,9.33577,0.38,1.4,0
P7,8.81596,16.8,0.38,1.4,0
P0,8.18211,16.8,0.38,1.4,0
P1,0,16.8,0.38,1.4,0
P2,0,16.4955,0.38,1.4,0
P3,0,16.8,0.38,1.4,0
CNTVCON2,16.7588,16.8,0.38,1.4,0
CNTVCO2,16.7588,0,0.38,1.4,0
READY,0,2.57277,0.38,1.4,0
DFF_0,0,16.8,3.23,1.4,0
DFF_1,0,3.79896,3.23,1.4,0
DFF_2,1.93278,0,3.23,1.4,0
DFF_3,13.9088,0,3.23,1.4,0
DFF_4,0,16.8,3.23,1.4,0
DFF_5,13.9088,16.8,3.23,1.4,0
DFF_6,0,0,3.23,1.4,0
DFF_7,0,0,3.23,1.4,0
DFF_8,0.992752,0,3.23,1.4,0
DFF_9,13.9088,16.8,3.23,1.4,0
DFF_10,0,0,3.23,1.4,0
DFF_11,13.9088,13.2973,3.23,1.4,0
DFF_12,0.681636,0,3.23,1.4,0
DFF_13,0,16.8,3.23,1.4,0
DFF_14,0,0,3.23,1.4,0
NOT_0,16.7588,0.0792666,0.38,1.4,0
NOT_1,16.7588,0,0.38,1.4,0
NOT_2,0,4.03153,0.38,1.4,0
NOT_3,0,16.8,0.38,1.4,0
NOT_4,16.7588,0,0.38,1.4,0
NOT_5,3.32797,0,0.38,1.4,0
NOT_6,16.7588,0,0.38,1.4,0
NOT_7,16.7588,16.8,0.38,1.4,0
