cell_name,x,y,width,height,fixed
VDD,8.74569,8.51038,0.38,1.4,0
CK,16.7588,8.6892,0.38,1.4,0
START,16.7588,11.0862,0.38,1.4,0
B0,16.7588,16.8,0.38,1.4,0
B1,0,16.8,0.38,1.4,0
B2,0,0,0.38,1.4,0
B3,16.7588,16.8,0.38,1.4,0
A0,0,16.8,0.38,1.4,0
A1,2.97103,0,0.38,1.4,0
A2,0,0,0.38,1.4,0
A3,0,16.8,0.38,1.4,0
P4,16.7588,3.49011,0.38,1.4,0
P5,0,10.2246,0.38,1.4,0
P6,16.7588,10.1485,0.38,1.4,0
P7,10.5231,16.8,0.38,1.4,0
P0,8.65698,16.8,0.38,1.4,0
P1,0,12.7229,0.38,1.4,0
P2,0,12.6277,0.38,1.4,0
P3,0,12.6718,0.38,1.4,0
CNTVCON2,16.7588,16.8,0.38,1.4,0
CNTVCO2,16.7588,0,0.38,1.4,0
READY,0,3.55467,0.38,1.4,0
DFF_0,2.28551,16.8,3.23,1.4,0
DFF_1,0,4.6968,3.23,1.4,0
DFF_2,2.1755,0,3.23,1.4,0
DFF_3,13.9088,0,3.23,1.4,0
DFF_4,0,16.8,3.23,1.4,0
DFF_5,13.9088,16.8,3.23,1.4,0
DFF_6,0,3.44146,3.23,1.4,0
DFF_7,0,0,3.23,1.4,0
DFF_8,0,0,3.23,1.4,0
DFF_9,13.9088,16.8,3.23,1.4,0
DFF_10,0,0,3.23,1.4,0
DFF_11,13.9088,16.8,3.23,1.4,0
DFF_12,13.9088,0,3.23,1.4,0
DFF_13,0,16.8,3.23,1.4,0
DFF_14,0,0,3.23,1.4,0
NOT_0,16.7588,0,0.38,1.4,0
NOT_1,16.7588,16.8,0.38,1.4,0
NOT_2,0,16.8,0.38,1.4,0
NOT_3,0,16.8,0.38,1.4,0
NOT_4,16.7588,0,0.38,1.4,0
NOT_5,0,0,0.38,1.4,0
NOT_6,16.7588,0,0.38,1.4,0
NOT_7,16.7588,16.8,0.38,1.4,0
NOT_8,16.7588,16.8,0.38,1.4,0
NOT_9,0,0,0.38,1.4,0
NOT_10,16.7588,16.8,0.38,1.4,0
NOT_11,16.7588,16.8,0.38,1.4,0
NOT_12,0,16.8,0.38,1.4,0
NOT_13,0,0,0.38,1.4,0
NOT_14,16.7588,0,0.38,1.4,0
NOT_15,0,0,0.38,1.4,0
NOT_16,16.7588,0,0.38,1.4,0
NOT_17,0,16.8,0.38,1.4,0
NOT_18,0,16.8,0.38,1.4,0
NOT_19,0,0,0.38,1.4,0
NOT_20,16.7588,0,0.38,1.4,0
NOT_21,16.7588,16.8,0.38,1.4,0
NOT_22,16.7588,0,0.38,1.4,0
NOT_23,0,0,0.38,1.4,0
NOT_24,16.7588,16.8,0.38,1.4,0
NOT_25,0,16.8,0.38,1.4,0
NOT_26,16.7588,0,0.38,1.4,0
NOT_27,0,16.8,0.38,1.4,0
NOT_28,0,16.8,0.38,1.4,0
NOT_29,0,0,0.38,1.4,0
NOT_30,16.7588,16.8,0.38,1.4,0
NOT_31,0,16.8,0.38,1.4,0
