cell_name,x,y,width,height,fixed
VDD,9.40619,10.4493,0.38,1.4,0
CK,11.2822,13.0166,0.38,1.4,0
START,16.7588,16.8,0.38,1.4,0
B0,16.377,16.8,0.38,1.4,0
B1,0,5.64849,0.38,1.4,0
B2,2.41467,0,0.38,1.4,0
B3,16.7588,12.9858,0.38,1.4,0
A0,1.33044,9.35411,0.38,1.4,0
A1,0,16.8,0.38,1.4,0
A2,14.7093,0,0.38,1.4,0
A3,2.89368,16.8,0.38,1.4,0
P4,16.7588,1.20531,0.38,1.4,0
P5,3.93705,13.2056,0.38,1.4,0
P6,16.7588,8.6868,0.38,1.4,0
P7,12.1183,16.8,0.38,1.4,0
P0,5.68066,16.8,0.38,1.4,0
P1,0,16.8,0.38,1.4,0
P2,1.42785,16.8,0.38,1.4,0
P3,0,16.8,0.38,1.4,0
CNTVCON2,16.7588,16.8,0.38,1.4,0
CNTVCO2,16.7588,0,0.38,1.4,0
READY,0,1.28586,0.38,1.4,0
DFF_0,0,16.1369,3.23,1.4,0
DFF_1,0,1.6927,3.23,1.4,0
DFF_2,1.70745,0,3.23,1.4,0
DFF_3,13.9088,0,3.23,1.4,0
DFF_4,0,16.8,3.23,1.4,0
DFF_5,13.9088,16.8,3.23,1.4,0
DFF_6,0,0,3.23,1.4,0
DFF_7,0,0,3.23,1.4,0
DFF_8,4.39849,2.18309,3.23,1.4,0
DFF_9,13.9088,16.8,3.23,1.4,0
DFF_10,0.882473,2.01665,3.23,1.4,0
DFF_11,13.9088,9.89489,3.23,1.4,0
DFF_12,0,0,3.23,1.4,0
DFF_13,0,14.5903,3.23,1.4,0
DFF_14,0,3.1422,3.23,1.4,0
NOT_0,16.7588,3.48501,0.38,1.4,0
NOT_1,16.7588,0,0.38,1.4,0
NOT_2,0,1.84323,0.38,1.4,0
NOT_3,3.21554,16.8,0.38,1.4,0
NOT_4,16.2057,0,0.38,1.4,0
NOT_5,6.7373,0,0.38,1.4,0
NOT_6,16.6706,0,0.38,1.4,0
NOT_7,16.7588,16.8,0.38,1.4,0
NOT_8,16.7588,16.8,0.38,1.4,0
NOT_9,0,0,0.38,1.4,0
NOT_10,16.7588,16.4043,0.38,1.4,0
NOT_11,15.1588,16.8,0.38,1.4,0
NOT_12,2.36299,0,0.38,1.4,0
NOT_13,0,0,0.38,1.4,0
NOT_14,16.7588,0.545151,0.38,1.4,0
NOT_15,0,0,0.38,1.4,0
NOT_16,14.7858,1.46432,0.38,1.4,0
NOT_17,0,0,0.38,1.4,0
NOT_18,0.537673,11.052,0.38,1.4,0
NOT_19,0,4.60817,0.38,1.4,0
NOT_20,16.7588,0,0.38,1.4,0
NOT_21,16.7588,16.8,0.38,1.4,0
NOT_22,16.7588,0,0.38,1.4,0
NOT_23,0,0,0.38,1.4,0
NOT_24,16.7588,15.6659,0.38,1.4,0
NOT_25,0,16.8,0.38,1.4,0
NOT_26,15.426,2.8135,0.38,1.4,0
NOT_27,0,5.83366,0.38,1.4,0
NOT_28,0,15.2254,0.38,1.4,0
NOT_29,16.7588,0.6854,0.38,1.4,0
NOT_30,16.7588,16.8,0.38,1.4,0
NOT_31,0,16.8,0.38,1.4,0
NOT_32,0,0,0.38,1.4,0
NOT_33,2.45902,16.8,0.38,1.4,0
