cell_name,x,y,width,height,fixed
VDD,8.75053,8.57797,0.38,1.4,0
CK,16.7588,8.56879,0.38,1.4,0
START,16.7588,11.0871,0.38,1.4,0
B0,16.7588,16.8,0.38,1.4,0
B1,0.608065,16.8,0.38,1.4,0
B2,0,0,0.38,1.4,0
B3,16.7588,16.8,0.38,1.4,0
A0,0.564599,16.8,0.38,1.4,0
A1,6.13869,0,0.38,1.4,0
A2,0,0,0.38,1.4,0
A3,0,16.8,0.38,1.4,0
P4,16.7588,3.09672,0.38,1.4,0
P5,0,10.4551,0.38,1.4,0
P6,16.7588,10.4483,0.38,1.4,0
P7,10.5263,16.8,0.38,1.4,0
P0,8.69343,16.8,0.38,1.4,0
P1,0,12.6806,0.38,1.4,0
P2,0,12.8191,0.38,1.4,0
P3,0,12.6793,0.38,1.4,0
CNTVCON2,16.7588,16.8,0.38,1.4,0
CNTVCO2,16.7588,0,0.38,1.4,0
READY,0,3.05967,0.38,1.4,0
DFF_0,2.39646,16.8,3.23,1.4,0
DFF_1,0,4.30793,3.23,1.4,0
DFF_2,2.08818,0,3.23,1.4,0
DFF_3,13.9088,0,3.23,1.4,0
DFF_4,0,16.8,3.23,1.4,0
DFF_5,13.9088,16.8,3.23,1.4,0
DFF_6,0,6.62732,3.23,1.4,0
DFF_7,0,0,3.23,1.4,0
DFF_8,0,0,3.23,1.4,0
DFF_9,13.9088,16.8,3.23,1.4,0
DFF_10,0,0,3.23,1.4,0
DFF_11,13.9088,16.8,3.23,1.4,0
DFF_12,13.9088,0,3.23,1.4,0
DFF_13,0,16.8,3.23,1.4,0
DFF_14,0,0,3.23,1.4,0
NOT_0,16.7588,0,0.38,1.4,0
NOT_1,16.7588,16.8,0.38,1.4,0
NOT_2,0,16.8,0.38,1.4,0
NOT_3,0,16.8,0.38,1.4,0
NOT_4,16.7588,0,0.38,1.4,0
NOT_5,0,0,0.38,1.4,0
NOT_6,16.7588,0,0.38,1.4,0
NOT_7,16.7588,16.8,0.38,1.4,0
NOT_8,16.7588,16.8,0.38,1.4,0
NOT_9,0,0,0.38,1.4,0
NOT_10,16.7588,16.8,0.38,1.4,0
NOT_11,16.7588,16.8,0.38,1.4,0
NOT_12,0,16.8,0.38,1.4,0
NOT_13,0,0,0.38,1.4,0
NOT_14,16.7588,0,0.38,1.4,0
NOT_15,0,0,0.38,1.4,0
NOT_16,16.7588,0,0.38,1.4,0
NOT_17,0,16.8,0.38,1.4,0
NOT_18,0,16.8,0.38,1.4,0
NOT_19,0,0,0.38,1.4,0
NOT_20,16.7588,0,0.38,1.4,0
NOT_21,16.7588,16.8,0.38,1.4,0
NOT_22,16.7588,0,0.38,1.4,0
NOT_23,0,0,0.38,1.4,0
NOT_24,16.7588,16.8,0.38,1.4,0
NOT_25,0,16.8,0.38,1.4,0
NOT_26,16.7588,0,0.38,1.4,0
NOT_27,0,16.8,0.38,1.4,0
NOT_28,0,16.8,0.38,1.4,0
NOT_29,0,0,0.38,1.4,0
NOT_30,16.7588,16.8,0.38,1.4,0
NOT_31,0,16.8,0.38,1.4,0
NOT_32,0,8.40265,0.38,1.4,0
NOT_33,0,10.082,0.38,1.4,0
NOT_34,0,16.8,0.38,1.4,0
NOT_35,16.7588,16.8,0.38,1.4,0
NOT_36,0,16.8,0.38,1.4,0
NOT_37,16.7588,0,0.38,1.4,0
NOT_38,8.7427,0,0.38,1.4,0
NOT_39,16.7588,16.8,0.38,1.4,0
NOT_40,16.7588,0,0.38,1.4,0
NOT_41,0,16.8,0.38,1.4,0
NOT_42,0,16.8,0.38,1.4,0
NOT_43,0,16.8,0.38,1.4,0
NOT_44,0,16.8,0.38,1.4,0
NOT_45,0,0,0.38,1.4,0
NOT_46,16.7588,0,0.38,1.4,0
NOT_47,16.7588,16.8,0.38,1.4,0
NOT_48,16.7588,0,0.38,1.4,0
NOT_49,16.7588,0,0.38,1.4,0
NOT_50,16.7588,0,0.38,1.4,0
NOT_51,0,16.8,0.38,1.4,0
NOT_52,16.7588,0,0.38,1.4,0
NOT_53,0,0,0.38,1.4,0
NOT_54,16.7588,0,0.38,1.4,0
NOT_55,0,16.8,0.38,1.4,0
NOT_56,0,16.8,0.38,1.4,0
NOT_57,16.7588,16.8,0.38,1.4,0
NOT_58,16.7588,0,0.38,1.4,0
AND2_0,0,0,0.76,1.4,0
AND2_1,0,16.8,0.76,1.4,0
AND2_2,0,0,0.76,1.4,0
AND2_3,16.3788,16.8,0.76,1.4,0
AND2_4,0,0,0.76,1.4,0
AND2_5,16.3788,0,0.76,1.4,0
AND2_6,16.3788,0,0.76,1.4,0
AND2_7,16.3788,0,0.76,1.4,0
AND2_8,16.3788,0,0.76,1.4,0
AND2_9,16.3788,16.8,0.76,1.4,0
AND2_10,0,16.8,0.76,1.4,0
AND2_11,0,0,0.76,1.4,0
AND2_12,7.68788,0,0.76,1.4,0
AND2_13,0,16.8,0.76,1.4,0
AND2_14,0,0,0.76,1.4,0
AND2_15,0,0,0.76,1.4,0
AND2_16,16.3788,0,0.76,1.4,0
AND2_17,16.3788,16.8,0.76,1.4,0
AND2_18,0,0,0.76,1.4,0
AND2_19,16.3788,16.8,0.76,1.4,0
AND2_20,0,0,0.76,1.4,0
