cell_name,x,y,width,height,fixed
VDD,8.61676,8.54608,0.38,1.4,0
CK,12.0778,8.75898,0.38,1.4,0
START,16.7588,12.5511,0.38,1.4,0
B0,16.7588,16.8,0.38,1.4,0
B1,0,15.0419,0.38,1.4,0
B2,0,0,0.38,1.4,0
B3,16.7588,16.8,0.38,1.4,0
A0,0,10.7371,0.38,1.4,0
A1,0,8.97798,0.38,1.4,0
A2,4.61635,0,0.38,1.4,0
A3,0,16.8,0.38,1.4,0
P4,16.7588,3.00184,0.38,1.4,0
P5,0,10.7902,0.38,1.4,0
P6,16.7588,7.72783,0.38,1.4,0
P7,8.53213,16.8,0.38,1.4,0
P0,8.78375,16.8,0.38,1.4,0
P1,0,12.6739,0.38,1.4,0
P2,0,12.4237,0.38,1.4,0
P3,0,12.6724,0.38,1.4,0
CNTVCON2,16.7588,16.8,0.38,1.4,0
CNTVCO2,16.7588,0,0.38,1.4,0
READY,0,5.63374,0.38,1.4,0
DFF_0,2.18709,16.8,3.23,1.4,0
DFF_1,0,9.92219,3.23,1.4,0
DFF_2,1.97834,0,3.23,1.4,0
DFF_3,13.9088,0,3.23,1.4,0
DFF_4,0,16.8,3.23,1.4,0
DFF_5,13.9088,16.8,3.23,1.4,0
DFF_6,0,0,3.23,1.4,0
DFF_7,0,0,3.23,1.4,0
DFF_8,0,0,3.23,1.4,0
DFF_9,13.9088,16.8,3.23,1.4,0
DFF_10,0,0,3.23,1.4,0
DFF_11,13.9088,16.8,3.23,1.4,0
DFF_12,6.99274,0,3.23,1.4,0
DFF_13,0,16.8,3.23,1.4,0
DFF_14,0,0,3.23,1.4,0
NOT_0,16.7588,0,0.38,1.4,0
NOT_1,16.7588,5.16585,0.38,1.4,0
NOT_2,0,10.7181,0.38,1.4,0
NOT_3,0,16.8,0.38,1.4,0
NOT_4,16.7588,0,0.38,1.4,0
NOT_5,0,0,0.38,1.4,0
NOT_6,16.7588,0,0.38,1.4,0
NOT_7,16.7588,16.8,0.38,1.4,0
NOT_8,16.7588,16.8,0.38,1.4,0
NOT_9,0,0,0.38,1.4,0
NOT_10,16.7588,16.8,0.38,1.4,0
NOT_11,16.7588,16.8,0.38,1.4,0
NOT_12,0,5.28973,0.38,1.4,0
NOT_13,0,0,0.38,1.4,0
NOT_14,16.7588,0,0.38,1.4,0
NOT_15,0,0,0.38,1.4,0
NOT_16,16.7588,0,0.38,1.4,0
NOT_17,0,6.41843,0.38,1.4,0
NOT_18,0,16.8,0.38,1.4,0
NOT_19,0,0,0.38,1.4,0
NOT_20,16.7588,0,0.38,1.4,0
NOT_21,16.7588,16.8,0.38,1.4,0
NOT_22,16.7588,0,0.38,1.4,0
NOT_23,0,0,0.38,1.4,0
NOT_24,16.7588,16.8,0.38,1.4,0
NOT_25,0,16.8,0.38,1.4,0
NOT_26,16.7588,0,0.38,1.4,0
NOT_27,0,5.701,0.38,1.4,0
NOT_28,0,16.8,0.38,1.4,0
NOT_29,9.83393,0,0.38,1.4,0
NOT_30,16.7588,16.8,0.38,1.4,0
NOT_31,0,16.8,0.38,1.4,0
NOT_32,0,1.73927,0.38,1.4,0
NOT_33,0,15.2258,0.38,1.4,0
NOT_34,0,16.8,0.38,1.4,0
NOT_35,16.7588,16.8,0.38,1.4,0
NOT_36,0,16.8,0.38,1.4,0
NOT_37,16.7588,0,0.38,1.4,0
NOT_38,0,0,0.38,1.4,0
NOT_39,16.7588,16.8,0.38,1.4,0
NOT_40,16.7588,0,0.38,1.4,0
NOT_41,0,16.8,0.38,1.4,0
NOT_42,0,16.8,0.38,1.4,0
NOT_43,0,16.8,0.38,1.4,0
NOT_44,0,16.8,0.38,1.4,0
NOT_45,0,0,0.38,1.4,0
NOT_46,16.7588,0,0.38,1.4,0
NOT_47,16.7588,12.8743,0.38,1.4,0
NOT_48,16.7588,0,0.38,1.4,0
NOT_49,16.7588,0,0.38,1.4,0
NOT_50,16.7588,0,0.38,1.4,0
NOT_51,0,16.8,0.38,1.4,0
NOT_52,16.7588,0,0.38,1.4,0
NOT_53,0,0,0.38,1.4,0
NOT_54,16.7588,0,0.38,1.4,0
NOT_55,0,3.32207,0.38,1.4,0
NOT_56,0,16.8,0.38,1.4,0
NOT_57,16.7588,16.8,0.38,1.4,0
NOT_58,16.7588,0,0.38,1.4,0
AND2_0,0,0,0.76,1.4,0
AND2_1,0,16.8,0.76,1.4,0
AND2_2,0,0,0.76,1.4,0
AND2_3,16.3788,4.91672,0.76,1.4,0
AND2_4,9.8738,0,0.76,1.4,0
AND2_5,16.3788,0,0.76,1.4,0
AND2_6,16.3788,0,0.76,1.4,0
AND2_7,16.3788,0,0.76,1.4,0
AND2_8,16.3788,0,0.76,1.4,0
AND2_9,16.3788,16.8,0.76,1.4,0
AND2_10,0,16.8,0.76,1.4,0
AND2_11,0,0,0.76,1.4,0
AND2_12,0,0,0.76,1.4,0
AND2_13,0,16.8,0.76,1.4,0
AND2_14,8.41129,0,0.76,1.4,0
AND2_15,0,0,0.76,1.4,0
AND2_16,16.3788,0,0.76,1.4,0
AND2_17,16.3788,16.8,0.76,1.4,0
AND2_18,0,0,0.76,1.4,0
AND2_19,16.3788,16.8,0.76,1.4,0
AND2_20,0,0,0.76,1.4,0
AND2_21,0,0,0.76,1.4,0
AND2_22,7.67078,0,0.76,1.4,0
AND2_23,16.3788,0,0.76,1.4,0
AND2_24,11.3945,16.8,0.76,1.4,0
AND2_25,0,16.8,0.76,1.4,0
AND3_0,16.3788,0,0.76,1.4,0
AND2_26,16.3788,16.8,0.76,1.4,0
AND2_27,16.3788,0,0.76,1.4,0
AND2_28,0,16.8,0.76,1.4,0
AND2_29,0,16.8,0.76,1.4,0
AND2_30,16.3788,0,0.76,1.4,0
AND2_31,0,0,0.76,1.4,0
AND2_32,16.3788,0,0.76,1.4,0
AND3_1,16.3788,12.9554,0.76,1.4,0
AND2_33,0,16.8,0.76,1.4,0
AND2_34,16.3788,0,0.76,1.4,0
AND2_35,0,16.8,0.76,1.4,0
AND3_2,0,16.8,0.76,1.4,0
AND2_36,0,16.8,0.76,1.4,0
AND2_37,0,16.8,0.76,1.4,0
AND2_38,0,16.8,0.76,1.4,0
AND2_39,0,0,0.76,1.4,0
AND2_40,16.3788,0,0.76,1.4,0
OR2_0,0,16.8,0.76,1.4,0
OR2_1,0,0,0.76,1.4,0
OR2_2,0,0,0.76,1.4,0
OR2_3,16.3788,0,0.76,1.4,0
OR2_4,16.3788,16.8,0.76,1.4,0
OR2_5,16.3788,16.8,0.76,1.4,0
OR3_0,16.3788,16.8,0.76,1.4,0
OR3_1,0,16.8,0.76,1.4,0
OR3_2,16.3788,0,0.76,1.4,0
NAND3_0,16.5688,0,0.57,1.4,0
NAND2_0,0,16.8,0.57,1.4,0
NAND2_1,16.5688,16.8,0.57,1.4,0
NAND2_2,0,0,0.57,1.4,0
NAND2_3,0,0,0.57,1.4,0
NAND2_4,0,16.8,0.57,1.4,0
NAND2_5,0,0,0.57,1.4,0
NAND2_6,16.5688,16.8,0.57,1.4,0
NAND2_7,16.5688,16.8,0.57,1.4,0
NAND2_8,0,0,0.57,1.4,0
NAND2_9,16.5688,0,0.57,1.4,0
NAND2_10,16.5688,0,0.57,1.4,0
NAND2_11,0,0,0.57,1.4,0
NAND2_12,16.5688,0,0.57,1.4,0
NAND2_13,16.5688,16.8,0.57,1.4,0
NAND2_14,16.5688,0,0.57,1.4,0
NAND2_15,0,0,0.57,1.4,0
NAND2_16,0,16.8,0.57,1.4,0
NOR3_0,16.5688,0,0.57,1.4,0
NOR2_0,0,0,0.57,1.4,0
NOR2_1,0,16.8,0.57,1.4,0
NOR2_2,16.5688,16.8,0.57,1.4,0
NOR2_3,0,16.8,0.57,1.4,0
NOR2_4,0,16.8,0.57,1.4,0
NOR2_5,16.5688,0,0.57,1.4,0
NOR2_6,16.5688,0,0.57,1.4,0
NOR2_7,16.5688,0,0.57,1.4,0
NOR2_8,16.5688,1.7128,0.57,1.4,0
NOR2_9,0,16.8,0.57,1.4,0
NOR2_10,0,0,0.57,1.4,0
NOR2_11,0,16.8,0.57,1.4,0
NOR2_12,16.5688,0,0.57,1.4,0
NOR2_13,9.26537,16.8,0.57,1.4,0
NOR2_14,0,0,0.57,1.4,0
NOR2_15,0,16.8,0.57,1.4,0
NOR2_16,16.5688,16.8,0.57,1.4,0
NOR2_17,16.5688,0,0.57,1.4,0
NOR2_18,0,16.8,0.57,1.4,0
NOR2_19,0,0,0.57,1.4,0
NOR2_20,0,16.8,0.57,1.4,0
NOR2_21,16.5688,0,0.57,1.4,0
NOR2_22,0,16.8,0.57,1.4,0
NOR2_23,16.5688,0,0.57,1.4,0
NOR2_24,16.5688,0,0.57,1.4,0
NOR2_25,16.5688,0,0.57,1.4,0
NOR2_26,16.5688,0,0.57,1.4,0
NOR2_27,16.5688,0,0.57,1.4,0
NOR2_28,0,16.8,0.57,1.4,0
